gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand
ENSG00000072364,protein_coding,valid,1.069294113814199,AFF4,132963642,chr5,-
ENSG00000141385,protein_coding,train,1.229294796522199,AFG3L2,12377264,chr18,-
ENSG00000079557,protein_coding,train,-1.4632121967076763,AFM,73481762,chr4,+
ENSG00000183077,protein_coding,train,0.4633658553265815,AFMID,78187370,chr17,+
ENSG00000081051,protein_coding,train,-1.3887352530502792,AFP,73436230,chr4,+
ENSG00000119844,protein_coding,train,0.7874689183322054,AFTPH,64524422,chr2,+
ENSG00000038002,protein_coding,train,0.4869165856964358,AGA,177442418,chr4,-
ENSG00000157985,protein_coding,train,0.4865276669974739,AGAP1,235494144,chr2,+
ENSG00000135439,protein_coding,train,-0.2042754904265368,AGAP2,57742191,chr12,-
ENSG00000133612,protein_coding,valid,0.6941288070129273,AGAP3,151086483,chr7,+
ENSG00000172650,protein_coding,valid,0.1960519222353444,AGAP5,73730518,chr10,-
ENSG00000204149,protein_coding,train,0.6500460095146842,AGAP6,49988368,chr10,+
ENSG00000165923,protein_coding,train,-0.733158502526402,AGBL2,47715405,chr11,-
ENSG00000146856,protein_coding,valid,-0.8268250076238547,AGBL3,134986573,chr7,+
ENSG00000186094,protein_coding,train,-1.3708325959347625,AGBL4,50023944,chr1,-
ENSG00000084693,protein_coding,train,0.7569435518903007,AGBL5,27051675,chr2,+
ENSG00000204305,protein_coding,train,0.300163060112091,AGER,32184263,chr6,-
ENSG00000173744,protein_coding,train,1.1625750959870564,AGFG1,227472188,chr2,+
ENSG00000106351,protein_coding,train,0.312507064023807,AGFG2,100539256,chr7,+
ENSG00000164252,protein_coding,train,0.8003516887646572,AGGF1,77030475,chr5,+
ENSG00000006530,protein_coding,train,0.5785138635335503,AGK,141551440,chr7,+
ENSG00000162688,protein_coding,train,0.5498458492813203,AGL,99850135,chr1,+
ENSG00000116771,protein_coding,train,-0.4391954073985892,AGMAT,15585084,chr1,-
ENSG00000187546,protein_coding,train,-1.2417440520777,AGMO,15562032,chr7,-
ENSG00000204310,protein_coding,train,1.4027675923516694,AGPAT1,32176144,chr6,-
ENSG00000169692,protein_coding,train,1.119419121682817,AGPAT2,136687483,chr9,-
ENSG00000160216,protein_coding,train,0.7985613677098868,AGPAT3,43865236,chr21,+
ENSG00000026652,protein_coding,test,0.1192415702952984,AGPAT4,161274080,chr6,-
ENSG00000155189,protein_coding,valid,0.8732571984849831,AGPAT5,6708676,chr8,+
ENSG00000018510,protein_coding,train,0.7003669184577143,AGPS,177392795,chr2,+
ENSG00000106541,protein_coding,train,-1.2985464054434328,AGR2,16805004,chr7,-
ENSG00000173467,protein_coding,train,-1.4632121967076763,AGR3,16881990,chr7,-
ENSG00000188157,protein_coding,train,1.148618294461252,AGRN,1020128,chr1,+
ENSG00000159723,protein_coding,train,-1.3333139103797556,AGRP,67483552,chr16,-
ENSG00000135744,protein_coding,train,-0.5153872112510685,AGT,230714129,chr1,-
ENSG00000135049,protein_coding,test,0.6827406745385067,AGTPBP1,85741988,chr9,-
ENSG00000144891,protein_coding,train,-0.8091750445367385,AGTR1,148697937,chr3,+
ENSG00000180772,protein_coding,train,-1.4632121967076763,AGTR2,116170752,chrX,+
ENSG00000177674,protein_coding,train,0.9492816472578258,AGTRAP,11736184,chr1,+
ENSG00000172482,protein_coding,train,-1.4514989074990443,AGXT,240868840,chr2,+
ENSG00000113492,protein_coding,train,-1.458492116862817,AGXT2,35047954,chr5,-
ENSG00000153207,protein_coding,train,0.5784497602752701,AHCTF1,246931933,chr1,-
ENSG00000101444,protein_coding,train,1.72659764388734,AHCY,34303362,chr20,-
ENSG00000168710,protein_coding,train,1.4654548267578094,AHCYL1,109984849,chr1,+
ENSG00000158467,protein_coding,train,0.6146034051904865,AHCYL2,129225072,chr7,+
ENSG00000126705,protein_coding,train,0.7632816140226657,AHDC1,27604170,chr1,-
ENSG00000135541,protein_coding,train,0.2068382276134979,AHI1,135497783,chr6,-
ENSG00000124942,protein_coding,train,1.5710955929511852,AHNAK,62546813,chr11,-
ENSG00000185567,protein_coding,train,-0.3473526039210169,AHNAK2,104970513,chr14,-
ENSG00000106546,protein_coding,train,0.7365098426785565,AHR,17298658,chr7,+
ENSG00000063438,protein_coding,train,-0.2914304121255367,AHRR,321762,chr5,+
ENSG00000100591,protein_coding,train,1.3388544177317685,AHSA1,77458108,chr14,+
ENSG00000145192,protein_coding,train,-1.3052990334988772,AHSG,186613074,chr3,+
ENSG00000169877,protein_coding,train,-1.4355715179326214,AHSP,31527924,chr16,+
ENSG00000111732,protein_coding,train,-1.4468933945211957,AICDA,8612872,chr12,-
ENSG00000186063,protein_coding,train,0.9162866621754256,AIDA,222712509,chr1,-
ENSG00000204472,protein_coding,train,-0.0383645076035123,AIF1,31615319,chr6,+
ENSG00000126878,protein_coding,train,0.4793535595781495,AIF1L,131096540,chr9,+
ENSG00000156709,protein_coding,train,0.9641541189147388,AIFM1,130165779,chrX,-
ENSG00000042286,protein_coding,train,0.3938847817880545,AIFM2,70132860,chr10,-
ENSG00000183773,protein_coding,train,-0.8764598889455631,AIFM3,20967268,chr22,+
ENSG00000146416,protein_coding,train,0.6381280187645076,AIG1,143060927,chr6,+
ENSG00000163568,protein_coding,test,-0.9606116099306202,AIM2,159076805,chr1,-
ENSG00000164022,protein_coding,train,1.0901278221558144,AIMP1,106316560,chr4,+
ENSG00000106305,protein_coding,train,1.174575599250822,AIMP2,6009336,chr7,+
ENSG00000110711,protein_coding,train,1.432714379479903,AIP,67483056,chr11,+
ENSG00000129221,protein_coding,test,-1.4632121967076763,AIPL1,6435143,chr17,-
ENSG00000160224,protein_coding,train,-1.338756005752974,AIRE,44285884,chr21,+
ENSG00000196581,protein_coding,train,-0.760931533098965,AJAP1,4654615,chr1,+
ENSG00000129474,protein_coding,train,0.6396800278869997,AJUBA,22982533,chr14,-
ENSG00000106992,protein_coding,train,0.9605152998925568,AK1,127877682,chr9,-
ENSG00000004455,protein_coding,train,1.174091866193823,AK2,33036899,chr1,-
ENSG00000147853,protein_coding,train,1.227290954421684,AK3,4741211,chr9,-
ENSG00000162433,protein_coding,valid,0.6195672107188417,AK4,65148209,chr1,+
ENSG00000154027,protein_coding,train,-0.7413728049340037,AK5,77282081,chr1,+
ENSG00000140057,protein_coding,train,-0.7413728049340037,AK7,96392155,chr14,+
ENSG00000165695,protein_coding,test,-0.8847944654673231,AK8,132878301,chr9,-
ENSG00000121057,protein_coding,train,0.9301096369827176,AKAP1,57085263,chr17,+
ENSG00000108599,protein_coding,train,0.6745664784114592,AKAP10,19977843,chr17,-
ENSG00000023516,protein_coding,train,0.8187820307363096,AKAP11,42272198,chr13,+
ENSG00000131016,protein_coding,valid,0.8722057560115306,AKAP12,151240416,chr6,+
ENSG00000170776,protein_coding,train,0.6854088193498591,AKAP13,85380613,chr15,+
ENSG00000186471,protein_coding,train,-1.37672539358469,AKAP14,119896216,chrX,+
ENSG00000197976,protein_coding,train,1.0113904300530157,AKAP17A,1591644,chrX,+
ENSG00000111254,protein_coding,train,-0.5723862035377262,AKAP3,4649066,chr12,-
ENSG00000147081,protein_coding,train,-1.4632121967076763,AKAP4,50200379,chrX,-
ENSG00000179841,protein_coding,train,-0.7790833310345745,AKAP5,64465508,chr14,+
ENSG00000151320,protein_coding,train,-0.4146446541906618,AKAP6,32329333,chr14,+
ENSG00000118507,protein_coding,train,0.1483718841075476,AKAP7,131135504,chr6,+
ENSG00000105127,protein_coding,train,0.9230625154015882,AKAP8,15379795,chr19,-
ENSG00000011243,protein_coding,train,1.3608667035747062,AKAP8L,15419034,chr19,-
ENSG00000127914,protein_coding,train,0.5092790234398046,AKAP9,91940883,chr7,+
ENSG00000166452,protein_coding,train,0.7236339704435817,AKIP1,8911215,chr11,+
ENSG00000174574,protein_coding,train,1.4277706860560393,AKIRIN1,38991314,chr1,+
ENSG00000135334,protein_coding,train,1.31833789245882,AKIRIN2,87702294,chr6,-
ENSG00000106948,protein_coding,train,0.3542965774287354,AKNA,114387991,chr9,-
ENSG00000162641,protein_coding,train,-0.9077636292475963,AKNAD1,108963507,chr1,-
ENSG00000117448,protein_coding,train,1.3587925456042127,AKR1A1,45550872,chr1,+
ENSG00000085662,protein_coding,train,1.3914344923766393,AKR1B1,134459172,chr7,-
ENSG00000198074,protein_coding,train,-1.133223620565302,AKR1B10,134527577,chr7,+
ENSG00000227471,protein_coding,train,-1.4073401517604434,AKR1B15,134549119,chr7,+
ENSG00000187134,protein_coding,train,0.0885649210488652,AKR1C1,4963429,chr10,+
ENSG00000151632,protein_coding,train,-0.1961665047506651,AKR1C2,5003866,chr10,-
ENSG00000196139,protein_coding,train,0.2857695568817271,AKR1C3,5094436,chr10,+
ENSG00000198610,protein_coding,train,-1.2568524664058642,AKR1C4,5196844,chr10,+
ENSG00000122787,protein_coding,train,-1.4355715179326214,AKR1D1,138076473,chr7,+
ENSG00000165568,protein_coding,train,-0.3557768580008668,AKR1E2,4826232,chr10,+
ENSG00000053371,protein_coding,train,1.2244170785045043,AKR7A2,19312149,chr1,-
ENSG00000162482,protein_coding,train,-0.2271861738916891,AKR7A3,19288823,chr1,-
ENSG00000142208,protein_coding,train,1.142538049776068,AKT1,104795770,chr14,-
ENSG00000204673,protein_coding,train,0.9345485195660908,AKT1S1,49876663,chr19,-
ENSG00000105221,protein_coding,valid,1.0034229707134048,AKT2,40285362,chr19,-
ENSG00000117020,protein_coding,train,0.6561259283515904,AKT3,243850322,chr1,-
ENSG00000166971,protein_coding,train,0.7498054554460694,AKTIP,53503244,chr16,-
ENSG00000148218,protein_coding,valid,0.7893631653117937,ALAD,113401316,chr9,-
ENSG00000023330,protein_coding,train,1.2256064035853136,ALAS1,52198170,chr3,+
ENSG00000158578,protein_coding,train,-1.3867123753129031,ALAS2,55030983,chrX,-
ENSG00000163631,protein_coding,train,-1.16249958979241,ALB,73404296,chr4,+
ENSG00000170017,protein_coding,train,0.8933490928251414,ALCAM,105366916,chr3,+
ENSG00000161618,protein_coding,train,0.7595108315999598,ALDH16A1,49453307,chr19,+
ENSG00000059573,protein_coding,train,1.2987299537125283,ALDH18A1,95656755,chr10,-
ENSG00000165092,protein_coding,train,-0.1261236336454085,ALDH1A1,72953063,chr9,-
ENSG00000128918,protein_coding,train,-0.9731065582294784,ALDH1A2,58065719,chr15,-
ENSG00000184254,protein_coding,train,0.0163557863715384,ALDH1A3,100879839,chr15,+
ENSG00000137124,protein_coding,train,0.9445496861593649,ALDH1B1,38392782,chr9,+
ENSG00000144908,protein_coding,train,-1.1078874768223916,ALDH1L1,126180593,chr3,-
ENSG00000136010,protein_coding,train,-0.1266902077474619,ALDH1L2,105084466,chr12,-
ENSG00000111275,protein_coding,train,1.448197648739534,ALDH2,111766977,chr12,+
ENSG00000108602,protein_coding,train,-1.1713902081963878,ALDH3A1,19748307,chr17,-
ENSG00000072210,protein_coding,train,1.1516150769085811,ALDH3A2,19648786,chr17,+
ENSG00000132746,protein_coding,valid,-1.4052365380666896,ALDH3B2,67674631,chr11,-
ENSG00000159423,protein_coding,train,0.7842187729349902,ALDH4A1,18902562,chr1,-
ENSG00000112294,protein_coding,train,0.2715993814387731,ALDH5A1,24494981,chr6,+
ENSG00000119711,protein_coding,train,0.5871521847269668,ALDH6A1,74084468,chr14,-
ENSG00000164904,protein_coding,train,0.7665269911777144,ALDH7A1,126595227,chr5,-
ENSG00000118514,protein_coding,train,-0.9121969709609632,ALDH8A1,134950119,chr6,-
ENSG00000143149,protein_coding,train,1.2900208396558948,ALDH9A1,165698571,chr1,-
ENSG00000149925,protein_coding,train,2.364836163506592,ALDOA,30065770,chr16,+
ENSG00000136872,protein_coding,train,-1.3611710784461104,ALDOB,101435780,chr9,-
ENSG00000109107,protein_coding,train,1.015592451379381,ALDOC,28576915,chr17,-
ENSG00000033011,protein_coding,train,0.9663099363190504,ALG1,5071854,chr16,+
ENSG00000139133,protein_coding,train,-0.135415377818527,ALG10,34022503,chr12,+
ENSG00000175548,protein_coding,train,-0.2321165059866708,ALG10B,38316796,chr12,+
ENSG00000253710,protein_coding,train,0.3735911356219815,ALG11,52012423,chr13,+
ENSG00000182858,protein_coding,test,0.9985430850351876,ALG12,49918473,chr22,-
ENSG00000101901,protein_coding,train,0.610277005038231,ALG13,111681239,chrX,+
ENSG00000172339,protein_coding,train,0.6457265306116314,ALG14,95072931,chr1,-
ENSG00000119523,protein_coding,train,0.9892102430595432,ALG2,99221955,chr9,-
ENSG00000214160,protein_coding,train,0.9029067857362264,ALG3,184248976,chr3,-
ENSG00000120697,protein_coding,train,0.8865003908457365,ALG5,36999365,chr13,-
ENSG00000088035,protein_coding,valid,0.2775601834054327,ALG6,63367667,chr1,+
ENSG00000159063,protein_coding,train,0.825246242097477,ALG8,78139640,chr11,-
ENSG00000086848,protein_coding,train,0.5893813877471877,ALG9,111871566,chr11,-
ENSG00000171094,protein_coding,train,-1.3333139103797556,ALK,29921591,chr2,-
ENSG00000100601,protein_coding,train,0.5454334462476673,ALKBH1,77708038,chr14,-
ENSG00000189046,protein_coding,train,0.6133245143720462,ALKBH2,109093495,chr12,-
ENSG00000166199,protein_coding,train,0.6323267188027637,ALKBH3,43880866,chr11,+
ENSG00000160993,protein_coding,train,0.5273258810824972,ALKBH4,102464872,chr7,-
ENSG00000091542,protein_coding,train,1.3397182225937514,ALKBH5,18183849,chr17,+
ENSG00000239382,protein_coding,train,0.3506319216041869,ALKBH6,36014230,chr19,-
ENSG00000125652,protein_coding,train,1.1940393295583274,ALKBH7,6372815,chr19,+
ENSG00000137760,protein_coding,train,0.2645076831954562,ALKBH8,107565746,chr11,-
ENSG00000151360,protein_coding,train,-1.4115755737419096,ALLC,3658216,chr2,+
ENSG00000116127,protein_coding,train,0.3372849529671659,ALMS1,73385865,chr2,+
ENSG00000108839,protein_coding,train,-0.9991293956390808,ALOX12,6996052,chr17,+
ENSG00000179477,protein_coding,train,-1.0410533951056904,ALOX12B,8087722,chr17,-
ENSG00000161905,protein_coding,train,-1.1379791903245553,ALOX15,4641684,chr17,-
ENSG00000179593,protein_coding,train,-0.9242258655225823,ALOX15B,8039067,chr17,+
ENSG00000012779,protein_coding,train,-0.4779871544837388,ALOX5,45374232,chr10,+
ENSG00000132965,protein_coding,train,-0.1431287853389784,ALOX5AP,30735589,chr13,+
ENSG00000179148,protein_coding,train,-1.2329047135084354,ALOXE3,8118213,chr17,-
ENSG00000163295,protein_coding,train,-1.4632121967076763,ALPI,232456176,chr2,+
ENSG00000073331,protein_coding,train,-0.1441569785806244,ALPK1,112297411,chr4,+
ENSG00000198796,protein_coding,train,-0.8990193427417931,ALPK2,58579574,chr18,-
ENSG00000136383,protein_coding,train,-0.398536968692274,ALPK3,84817179,chr15,+
ENSG00000162551,protein_coding,train,0.1605166447488728,ALPL,21509433,chr1,+
ENSG00000163283,protein_coding,train,-1.4378143784255997,ALPP,232378758,chr2,+
ENSG00000003393,protein_coding,train,0.5253582304555179,ALS2,201780970,chr2,-
ENSG00000178038,protein_coding,train,0.0352629882956842,ALS2CL,46693718,chr3,-
ENSG00000180318,protein_coding,train,-1.3002255721899163,ALX1,85280237,chr12,+
ENSG00000156150,protein_coding,valid,-1.1525388225435245,ALX3,110070650,chr1,-
ENSG00000052850,protein_coding,train,-1.3535810907547805,ALX4,44310100,chr11,-
ENSG00000183684,protein_coding,train,1.3225101287583787,ALYREF,81891617,chr17,-
ENSG00000242110,protein_coding,train,0.3570138286153777,AMACR,34008066,chr5,-
ENSG00000178522,protein_coding,train,-1.4632121967076763,AMBN,70592257,chr4,+
ENSG00000106927,protein_coding,train,-1.2522692026299873,AMBP,114078308,chr9,-
ENSG00000110497,protein_coding,train,0.5792824277098616,AMBRA1,46594058,chr11,-
ENSG00000123505,protein_coding,train,1.495450342014964,AMD1,110874791,chr6,+
ENSG00000139344,protein_coding,valid,-0.8151873444194564,AMDHD1,95943348,chr12,+
ENSG00000162066,protein_coding,train,0.7057403911462107,AMDHD2,2520422,chr16,+
ENSG00000125363,protein_coding,train,-1.4632121967076763,AMELX,11293416,chrX,+
ENSG00000159461,protein_coding,train,1.361359216841762,AMFR,56425559,chr16,-
ENSG00000104899,protein_coding,train,-0.2485034586589147,AMH,2248625,chr19,+
ENSG00000135409,protein_coding,train,-1.351702418554478,AMHR2,53425135,chr12,+
ENSG00000181754,protein_coding,valid,-0.0766967878471004,AMIGO1,109509758,chr1,-
ENSG00000139211,protein_coding,train,0.4305534780329316,AMIGO2,47079974,chr12,-
ENSG00000176020,protein_coding,test,0.6110257568282359,AMIGO3,49723988,chr3,-
ENSG00000101935,protein_coding,train,0.3934588974764443,AMMECR1,110318154,chrX,-
ENSG00000144233,protein_coding,train,0.760931117199351,AMMECR1L,127885992,chr2,-
ENSG00000166126,protein_coding,train,-0.5720236784069356,AMN,102922688,chr14,+
ENSG00000151743,protein_coding,valid,0.3066879589088729,AMN1,31729031,chr12,-
ENSG00000126016,protein_coding,train,-0.0733919870005279,AMOT,112840843,chrX,-
ENSG00000166025,protein_coding,train,0.7410590912026899,AMOTL1,94768411,chr11,+
ENSG00000114019,protein_coding,train,1.032653512374257,AMOTL2,134374457,chr3,-
ENSG00000116748,protein_coding,train,-1.442332166007687,AMPD1,114695553,chr1,-
ENSG00000116337,protein_coding,train,0.7950212451217399,AMPD2,109619895,chr1,+
ENSG00000133805,protein_coding,train,0.0518916824749553,AMPD3,10455284,chr11,+
ENSG00000078053,protein_coding,train,-0.4949305309678903,AMPH,38631439,chr7,-
ENSG00000145020,protein_coding,train,0.4187624716787453,AMT,49422479,chr3,-
ENSG00000187689,protein_coding,train,-1.4632121967076763,AMTN,70518578,chr4,+
ENSG00000243480,protein_coding,train,-0.7476282464910555,AMY2A,103616922,chr1,+
ENSG00000240038,protein_coding,train,0.0048966462987686,AMY2B,103561811,chr1,+
ENSG00000174945,protein_coding,train,-1.128515253269932,AMZ1,2688247,chr7,+
ENSG00000196704,protein_coding,valid,1.3277965394079323,AMZ2,68248127,chr17,+
ENSG00000153107,protein_coding,train,0.3378175873264633,ANAPC1,111884204,chr2,-
ENSG00000164162,protein_coding,train,0.364067134083501,ANAPC10,145098225,chr4,-
ENSG00000141552,protein_coding,valid,1.5958682013106165,ANAPC11,81891768,chr17,+
ENSG00000129055,protein_coding,train,1.1982669297529829,ANAPC13,134485997,chr3,-
ENSG00000166295,protein_coding,train,1.2770285174730005,ANAPC16,72216072,chr10,+
ENSG00000176248,protein_coding,train,0.8088879063335009,ANAPC2,137188594,chr9,-
ENSG00000053900,protein_coding,train,0.4590978217331388,ANAPC4,25377284,chr4,+
ENSG00000089053,protein_coding,train,0.9403533265525544,ANAPC5,121352427,chr12,-
ENSG00000196510,protein_coding,train,0.8440533370549608,ANAPC7,110403735,chr12,-
ENSG00000214274,protein_coding,train,0.3178116441081193,ANG,20684624,chr14,+
ENSG00000013523,protein_coding,train,0.7396464106421176,ANGEL1,76812902,chr14,-
ENSG00000174606,protein_coding,train,0.4661358726024655,ANGEL2,213015514,chr1,-
ENSG00000154188,protein_coding,train,-0.4141248030585777,ANGPT1,107497924,chr8,-
ENSG00000091879,protein_coding,train,-0.4833675234365967,ANGPT2,6563254,chr8,-
ENSG00000101280,protein_coding,train,-1.263033193722023,ANGPT4,916335,chr20,-
ENSG00000116194,protein_coding,test,-0.6380137992135331,ANGPTL1,178871095,chr1,-
ENSG00000136859,protein_coding,train,0.5728717866664358,ANGPTL2,127122643,chr9,-
ENSG00000132855,protein_coding,train,-1.4514989074990443,ANGPTL3,62597527,chr1,+
ENSG00000167772,protein_coding,train,0.638467072285799,ANGPTL4,8364164,chr19,+
ENSG00000187151,protein_coding,train,-1.4180004680382643,ANGPTL5,101907972,chr11,-
ENSG00000130812,protein_coding,train,-0.5573937648172844,ANGPTL6,10102956,chr19,-
ENSG00000171819,protein_coding,train,-1.1238531606032574,ANGPTL7,11189362,chr1,+
ENSG00000029534,protein_coding,train,-0.5969470075780366,ANK1,41797641,chr8,-
ENSG00000145362,protein_coding,train,-0.1135514107471241,ANK2,112818164,chr4,+
ENSG00000151150,protein_coding,train,-0.0613852941951114,ANK3,60389832,chr10,-
ENSG00000151687,protein_coding,train,-0.5080474250328834,ANKAR,189674705,chr2,+
ENSG00000166839,protein_coding,train,-0.2123556990317344,ANKDD1A,64911920,chr15,+
