gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ADAMTS19,ENSG00000145808,protein_coding,128795972,+,chr5,-5.636660688370521,-4.473931188332412,-5.559791924986251
ADAMTS2,ENSG00000087116,protein_coding,178772424,-,chr5,1.0374525099396066,2.4729555966976347,1.2186571929587895
ADAMTS20,ENSG00000173157,protein_coding,43946001,-,chr12,-5.956795501434833,-4.744680559294212,-5.772012541265407
ADAMTS3,ENSG00000156140,protein_coding,73434921,-,chr4,-1.5491978471201813,-0.0564911988382639,-1.3554976275810642
ADAMTS4,ENSG00000158859,protein_coding,161168834,-,chr1,-0.4123469789076785,1.0483059467824705,-0.2474226585237324
ADAMTS5,ENSG00000154736,protein_coding,28339400,-,chr21,-0.8028894852873038,0.6480051798104932,-0.5877062286665833
ADAMTS6,ENSG00000049192,protein_coding,64777653,-,chr5,-2.2961905334737542,-0.9061694283648644,-2.1642375813053087
ADAMTS7,ENSG00000136378,protein_coding,79103757,-,chr15,0.2702299072379977,1.7233838111414057,0.4649818622749515
ADAMTS8,ENSG00000134917,protein_coding,130298500,-,chr11,-2.2453689997557578,-0.7903594860723998,-2.1127866970487705
ADAMTS9,ENSG00000163638,protein_coding,64673668,-,chr3,0.5297709821988874,1.9791107550157856,0.7198405550642677
ADAMTSL1,ENSG00000178031,protein_coding,18474125,+,chr9,-2.129102691334971,-0.6553987169633229,-1.9478623766648249
ADAMTSL2,ENSG00000197859,protein_coding,136399819,+,chr9,0.1487389127375248,1.6086673312659086,0.3134780576533272
ADAMTSL3,ENSG00000156218,protein_coding,84322865,+,chr15,-1.5777669993169523,-0.1767397717665563,-1.4119630281293938
ADAMTSL4,ENSG00000143382,protein_coding,150521876,+,chr1,0.3049782358039608,1.7896457958865992,0.5295711075738947
ADAMTSL5,ENSG00000185761,protein_coding,1513002,-,chr19,-2.045133690098103,-0.6018685681233664,-1.945082080871042
ADAP1,ENSG00000105963,protein_coding,994302,-,chr7,0.3784006424435753,1.8925076026207424,0.5624744580963247
ADAP2,ENSG00000184060,protein_coding,29248955,+,chr17,1.5081243613841993,2.9589725583390885,1.6836515448124847
ADAR,ENSG00000160710,protein_coding,154580616,-,chr1,5.58436125251871,7.071585710391051,5.775719569204928
ADARB1,ENSG00000197381,protein_coding,46494466,+,chr21,0.7377732772589395,2.2271865604314773,0.907198337725916
ADARB2,ENSG00000185736,protein_coding,1282545,-,chr10,-3.6933877756246014,-2.306145097646435,-3.496549490994431
ADAT1,ENSG00000065457,protein_coding,75657147,-,chr16,1.655947103739834,3.116946907746591,1.8593335093962688
ADAT2,ENSG00000189007,protein_coding,143771799,-,chr6,-0.3364276645824773,1.133629280625504,-0.1707187020024687
ADAT3,ENSG00000213638,protein_coding,1905365,+,chr19,1.0829750272577685,2.5054336651818176,1.202762485275887
ADCK1,ENSG00000063761,protein_coding,78266436,+,chr14,0.96266006637552,2.452779910764867,1.108892401632409
ADCK2,ENSG00000133597,protein_coding,140372703,+,chr7,3.408793366921425,4.910013053421343,3.592947320761835
ADCK5,ENSG00000173137,protein_coding,145597713,+,chr8,2.626812903995209,4.088090701273222,2.8514592242131074
ADCY1,ENSG00000164742,protein_coding,45613958,+,chr7,-2.380821783940931,-0.8876334769274369,-2.1936346938775446
ADCY10,ENSG00000143199,protein_coding,167883353,-,chr1,-5.248793390257147,-4.009262921328968,-5.102837036641166
ADCY2,ENSG00000078295,protein_coding,7396141,+,chr5,-5.461163892258535,-4.2216231890916776,-5.333516069162574
ADCY3,ENSG00000138031,protein_coding,25143048,-,chr2,2.278163213997833,3.779175657032364,2.431542733476719
ADCY4,ENSG00000129467,protein_coding,24804269,-,chr14,-0.9598790827991224,0.5261689953446453,-0.8049044228227816
ADCY5,ENSG00000173175,protein_coding,123168551,-,chr3,0.7681631474465839,2.208423615807487,0.9663566325080074
ADCY6,ENSG00000174233,protein_coding,49182783,-,chr12,1.4565433393124707,2.9431899507298565,1.6222744313631228
ADCY7,ENSG00000121281,protein_coding,50300440,+,chr16,-0.0200478420483304,1.3907227072046044,0.1175620692569788
ADCY8,ENSG00000155897,protein_coding,132053091,-,chr8,-3.483581358366132,-2.158429362604484,-3.317606488937269
ADCY9,ENSG00000162104,protein_coding,4166405,-,chr16,0.9320611713434244,2.367482898138868,1.0707327858244302
ADCYAP1,ENSG00000141433,protein_coding,904398,+,chr18,-4.853084151912725,-3.5063526660247897,-4.673002535434241
ADCYAP1R1,ENSG00000078549,protein_coding,31091911,+,chr7,-0.7568183983555281,0.7554858293507761,-0.6069133449764689
ADD1,ENSG00000087274,protein_coding,2845547,+,chr4,3.7973554475183264,5.288779348404033,3.967758847917618
ADD2,ENSG00000075340,protein_coding,70995307,-,chr2,0.5555216974545577,2.0503623840177614,0.7431271525919302
ADD3,ENSG00000148700,protein_coding,111767726,+,chr10,3.7982060809708775,5.2907192827709535,3.954689534693119
ADH1A,ENSG00000187758,protein_coding,100212132,-,chr4,-6.417347659966045,-5.380821783940931,-6.345197874210211
ADH1B,ENSG00000196616,protein_coding,100242549,-,chr4,-3.930160374931366,-2.5328248773859805,-3.781900825629856
ADH4,ENSG00000198099,protein_coding,100065440,-,chr4,-5.636660688370521,-4.354021724597216,-5.52616114710497
ADH5,ENSG00000197894,protein_coding,100009856,-,chr4,4.143026003889974,5.663199431620554,4.30533582897385
ADH6,ENSG00000172955,protein_coding,100140393,-,chr4,-4.181803870978292,-2.778927217484937,-3.99539074674741
ADH7,ENSG00000196344,protein_coding,100356453,-,chr4,-7.643856189774724,-7.643856189774724,-7.643856189774724
ADHFE1,ENSG00000147576,protein_coding,67344710,+,chr8,-1.357344632110498,0.1207500533349255,-1.205563338195578
ADI1,ENSG00000182551,protein_coding,3523272,-,chr2,4.110989567136613,5.523279662019348,4.282795616017946
ADIG,ENSG00000182035,protein_coding,37209820,+,chr20,-7.643856189774724,-7.643856189774724,-7.643856189774724
ADIPOQ,ENSG00000181092,protein_coding,186560476,+,chr3,-6.587272661408358,-5.594225422050124,-6.5328248773859805
ADIPOR1,ENSG00000159346,protein_coding,202927388,-,chr1,5.926611484953537,7.387339274709157,6.079305569171575
ADIPOR2,ENSG00000006831,protein_coding,1800179,+,chr12,3.3054890560606007,4.795091565226924,3.4899795828002644
ADK,ENSG00000156110,protein_coding,75936500,+,chr10,2.3437773323238025,3.814981014433783,2.5248911320467866
ADM,ENSG00000148926,protein_coding,10326612,+,chr11,2.447975850093302,3.938408128742195,2.6039289454223624
ADM2,ENSG00000128165,protein_coding,50919944,+,chr22,0.1897929378202586,1.6948356301019762,0.3658044998719817
ADNP,ENSG00000101126,protein_coding,49547910,-,chr20,4.1353706939384365,5.557020964668215,4.279842693520348
ADNP2,ENSG00000101544,protein_coding,77867139,+,chr18,2.066950243924627,3.554797566925793,2.239825714946621
ADO,ENSG00000181915,protein_coding,64564589,+,chr10,3.1150498944549563,4.581025790527726,3.321293169375513
ADORA1,ENSG00000163485,protein_coding,203097407,+,chr1,0.9924784126674572,2.4109380332284145,1.1329715968792085
ADORA2A,ENSG00000128271,protein_coding,24819852,+,chr22,-5.473931188332412,-4.243318260190996,-5.368849142274855
ADORA2B,ENSG00000170425,protein_coding,15848544,+,chr17,-1.1025272127291217,0.3269974645657588,-1.0083919916068416
ADPGK,ENSG00000159322,protein_coding,73076030,-,chr15,3.1393548869314434,4.5970722515162015,3.3143339939190133
ADPRH,ENSG00000144843,protein_coding,119298575,+,chr3,0.8375396343794035,2.284425294607505,0.9950864791340828
ADPRHL1,ENSG00000153531,protein_coding,114107795,-,chr13,-0.2885931995541527,1.1927622921527052,-0.1193536523255631
ADRA1A,ENSG00000120907,protein_coding,26724784,-,chr8,-6.748553568441418,-5.912672948202524,-6.67300253543424
ADRA1B,ENSG00000170214,protein_coding,159343481,+,chr5,0.4002100070818306,1.844867676074509,0.5608127609923217
ADRA1D,ENSG00000171873,protein_coding,4229843,-,chr20,-2.892178244087146,-1.4219791086976905,-2.746615764199926
ADRA2A,ENSG00000150594,protein_coding,112836779,+,chr10,1.094371210592517,2.539729571067321,1.3934711173951306
ADRA2C,ENSG00000184160,protein_coding,3767633,+,chr4,4.051424309282085,5.5250603260159545,4.225012653938132
ADRB1,ENSG00000043591,protein_coding,115803618,+,chr10,-3.043348544428939,-1.6188273952832022,-2.8426975336810267
ADRB2,ENSG00000169252,protein_coding,148206163,+,chr5,-1.825210106952185,-0.3061450976464348,-1.6583557594698397
ADRB3,ENSG00000188778,protein_coding,37824101,-,chr8,-6.058893689053569,-4.961282892427146,-5.912672948202524
ADRM1,ENSG00000130706,protein_coding,60878005,+,chr20,4.938346961609856,6.4281624952841945,5.166956409536906
ADSL,ENSG00000239900,protein_coding,40742512,+,chr22,-1.2761356763732723,0.1787465059818162,-1.1112275322575584
AEBP1,ENSG00000106624,protein_coding,44143925,+,chr7,5.456139175650477,6.894560722471131,5.55153447416293
AEBP2,ENSG00000139154,protein_coding,19592602,+,chr12,2.714399396930403,4.245548903430134,2.920674411041618
AEN,ENSG00000181026,protein_coding,89164560,+,chr15,1.2002532315936874,2.670047179349805,1.388685507495314
AFAP1,ENSG00000196526,protein_coding,7941518,-,chr4,0.2630344058337938,1.7089817688622322,0.4707190613508185
AFAP1L1,ENSG00000157510,protein_coding,148651409,+,chr5,0.2148708340039049,1.6757256187968366,0.3914377976979999
AFAP1L2,ENSG00000169129,protein_coding,116164244,-,chr10,2.1457426602776057,3.568068597438934,2.32334124369756
AFF1,ENSG00000172493,protein_coding,87856129,+,chr4,2.187419380901585,3.601244860851151,2.374510925768391
AFF2,ENSG00000155966,protein_coding,147582254,+,chrX,-2.605595614599375,-1.1109159014018506,-2.424300420607812
AFF3,ENSG00000144218,protein_coding,100759010,-,chr2,-2.900772134225139,-1.545824106814198,-2.7700429914156373
AFF4,ENSG00000072364,protein_coding,132299313,-,chr5,2.8069838956273614,4.279879828049916,3.016086202465223
AFG3L2,ENSG00000141385,protein_coding,12377199,-,chr18,2.7871189828133445,4.275617976978238,2.962400951689934
AFM,ENSG00000079557,protein_coding,74347454,+,chr4,-7.643856189774724,-7.643856189774724,-7.643856189774724
AFMID,ENSG00000183077,protein_coding,76183432,+,chr17,2.73352788747328,4.203898055606065,2.881919074973241
AFP,ENSG00000081051,protein_coding,74301931,+,chr4,-5.956795501434833,-4.878321443411748,-5.811978948583052
AFTPH,ENSG00000119844,protein_coding,64751475,+,chr2,3.395282204132234,4.844003937154097,3.536811359434312
AGA,ENSG00000038002,protein_coding,178363527,-,chr4,2.261470639012782,3.736951167143662,2.494338801163467
AGAP1,ENSG00000157985,protein_coding,236402669,+,chr2,1.9825829469225904,3.4244921708892058,2.153189222387495
AGAP2,ENSG00000135439,protein_coding,58135903,-,chr12,-1.9850734557618968,-0.5668268759557243,-1.7759597257820698
AGAP3,ENSG00000133612,protein_coding,150783553,+,chr7,3.021550794381274,4.532354366670811,3.198164087607666
AGAP5,ENSG00000172650,protein_coding,75490225,-,chr10,-4.7027498788282935,-3.336427664582477,-4.536168320460352
AGAP6,ENSG00000204149,protein_coding,51748127,+,chr10,-2.6144033039877543,-1.2233064176584072,-2.458782551897963
AGBL2,ENSG00000165923,protein_coding,47736896,-,chr11,-1.1050076690304853,0.3683772461200166,-0.9367731980030188
AGBL3,ENSG00000146856,protein_coding,134671234,+,chr7,-1.32228881373932,0.1305355567561879,-1.123748288137177
AGBL4,ENSG00000186094,protein_coding,50489547,-,chr1,-3.899695094204315,-2.4932965131993434,-3.706511797624492
AGBL5,ENSG00000084693,protein_coding,27274506,+,chr2,3.666938337292059,5.164440363088539,3.882603924898025
AGER,ENSG00000204305,protein_coding,32152020,-,chr6,1.5560614904998449,3.063502942306158,1.774249407304768
AGFG1,ENSG00000173744,protein_coding,228336849,+,chr2,3.036221976376572,4.504150009856743,3.2296955825325675
AGFG2,ENSG00000106351,protein_coding,100136811,+,chr7,2.840181213558493,4.285328232604077,3.012532918536056
AGGF1,ENSG00000164252,protein_coding,76326187,+,chr5,1.5393325445657746,3.0011897327114427,1.7209350813597597
AGK,ENSG00000006530,protein_coding,141251177,+,chr7,1.757876659747896,3.2209490044667795,1.9241379008194868
AGL,ENSG00000162688,protein_coding,100315613,+,chr1,1.3511194519299807,2.816067172902176,1.5590512283670166
AGMAT,ENSG00000116771,protein_coding,15911510,-,chr1,0.2507190834005546,1.7132998990790167,0.4137023887821764
AGMO,ENSG00000187546,protein_coding,15601595,-,chr7,-3.68965987938785,-2.261880711217424,-3.499809820158017
AGPAT1,ENSG00000204310,protein_coding,32143828,-,chr6,4.024213281832565,5.511515478923836,4.234018399820455
AGPAT2,ENSG00000169692,protein_coding,139581876,-,chr9,5.267494599023965,6.70129537092709,5.458240903991209
AGPAT3,ENSG00000160216,protein_coding,45285082,+,chr21,2.825358249699675,4.294429602109329,3.00619028907207
AGPAT4,ENSG00000026652,protein_coding,161695074,-,chr6,-0.5004219529898684,0.9633261476640852,-0.2947740433836355
AGPAT5,ENSG00000155189,protein_coding,6566147,+,chr8,2.334625478934945,3.773827578980694,2.552155706425
AGPS,ENSG00000018510,protein_coding,178257463,+,chr2,1.9129946910250184,3.393828026452996,2.087293102437168
AGR2,ENSG00000106541,protein_coding,16844611,-,chr7,0.5017193765800976,2.011245149204265,0.614380047556248
AGR3,ENSG00000173467,protein_coding,16921601,-,chr7,0.8824474164317307,2.223885867941666,1.009848767381211
AGRN,ENSG00000188157,protein_coding,955448,+,chr1,5.795743574437512,7.362056027705498,6.039401635407714
AGRP,ENSG00000159723,protein_coding,67517444,-,chr16,-2.067334051854221,-0.6377826225128307,-1.893785703909032
AGT,ENSG00000135744,protein_coding,230849858,-,chr1,-1.011587974275212,0.4967179879351769,-0.7759597257820698
AGTPBP1,ENSG00000135049,protein_coding,88356789,-,chr9,1.3686007465140948,2.8227505392497534,1.542654272102036
AGTR1,ENSG00000144891,protein_coding,148415701,+,chr3,-3.1532860593285235,-1.6877995373623218,-2.934565554051367
AGTR2,ENSG00000180772,protein_coding,115301995,+,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
AGTRAP,ENSG00000177674,protein_coding,11796177,+,chr1,4.8999151605476685,6.379581109965679,5.0462378416757465
AGXT,ENSG00000172482,protein_coding,241808234,+,chr2,-6.368849142274855,-5.362899875943668,-6.265344566520995
AGXT2,ENSG00000113492,protein_coding,35048047,-,chr5,-7.643856189774724,-7.643856189774724,-7.643856189774724
AHCTF1,ENSG00000153207,protein_coding,247095194,-,chr1,2.126939827147062,3.603157485637389,2.310165590494283
AHCY,ENSG00000101444,protein_coding,32891151,-,chr20,6.009165748938788,7.397700299644326,6.203144371599498
AHCYL1,ENSG00000168710,protein_coding,110527378,+,chr1,5.226697331708942,6.667555816635813,5.412412337824311
AHCYL2,ENSG00000158467,protein_coding,128864848,+,chr7,1.51333914094596,2.967592867215406,1.6831125218131675
AHDC1,ENSG00000126705,protein_coding,27930644,-,chr1,3.894080466886041,5.392155969299834,4.108273531472573
AHI1,ENSG00000135541,protein_coding,135818844,-,chr6,0.4296427425154578,1.8554715093539256,0.6202110263241136
AHNAK,ENSG00000124942,protein_coding,62314268,-,chr11,4.913999963394327,6.3477329710511965,5.127100836919959
AHNAK2,ENSG00000185567,protein_coding,105436809,-,chr14,1.6957266226209635,3.226570182125558,1.895341402936806
AHR,ENSG00000106546,protein_coding,17338266,+,chr7,2.849719097305612,4.337967928916356,3.0062980239003694
AHRR,ENSG00000063438,protein_coding,321810,+,chr5,-5.930160374931366,-4.787866492466244,-5.787866492466244
AHSA1,ENSG00000100591,protein_coding,77924394,+,chr14,5.1337402351975285,6.646433425145406,5.350118843616374
AHSG,ENSG00000145192,protein_coding,186330841,+,chr3,-4.7027498788282935,-3.3147325934831584,-4.556393348524385
AHSP,ENSG00000169877,protein_coding,31539197,+,chr16,-4.39896913065119,-2.9896498118304327,-4.218934101564037
AICDA,ENSG00000111732,protein_coding,8765446,-,chr12,-6.467533417134262,-5.519528054772524,-6.380821783940931
AIDA,ENSG00000186063,protein_coding,222885791,-,chr1,2.8575431453690823,4.3844228693428295,3.010958822072235
AIF1,ENSG00000204472,protein_coding,31582990,+,chr6,3.785309908132157,5.237406928371406,3.9633353966281866
AIF1L,ENSG00000126878,protein_coding,133971909,+,chr9,4.213736095922801,5.749137337854755,4.36600741007519
AIFM1,ENSG00000156709,protein_coding,129299673,-,chrX,2.69392179133709,4.140827726208164,2.861280493373373
AIFM2,ENSG00000042286,protein_coding,71892555,-,chr10,1.5312691598829942,3.00920382732984,1.7058452339698085
AIFM3,ENSG00000183773,protein_coding,21321531,+,chr22,-2.7340830856330847,-1.248107861595691,-2.5743258646124194
AIG1,ENSG00000146416,protein_coding,143382002,+,chr6,2.5074140990154405,3.984325029522564,2.650902389638564
AIM2,ENSG00000163568,protein_coding,159046532,-,chr1,-1.005492683876862,0.5058909297299573,-0.8224010706722665
AIMP1,ENSG00000164022,protein_coding,107237688,+,chr4,2.238450599100797,3.738605727126344,2.4533858803664503
AIMP2,ENSG00000106305,protein_coding,6048856,+,chr7,3.730748629416213,5.155846358787351,3.895845468937541
AIP,ENSG00000110711,protein_coding,67250490,+,chr11,5.203518326385544,6.689276792997524,5.359693344625812
AIPL1,ENSG00000129221,protein_coding,6338428,-,chr17,-6.2216231890916776,-5.189680296588923,-6.127841042771061
AIRE,ENSG00000160224,protein_coding,45705752,+,chr21,-5.803896602285193,-4.573466861883327,-5.7027498788282935
AJAP1,ENSG00000196581,protein_coding,4714656,+,chr1,-1.971430847803229,-0.6106534638375021,-1.6725425657058466
AJUBA,ENSG00000129474,protein_coding,23451725,-,chr14,2.704252269095908,4.103044365874121,2.914105237118472
AK1,ENSG00000106992,protein_coding,130639944,-,chr9,0.4620523187964329,1.9034625297956893,0.6351507240326342
AK2,ENSG00000004455,protein_coding,33502473,-,chr1,4.11298364033271,5.570481146757519,4.323103412468802
AK3,ENSG00000147853,protein_coding,4741182,-,chr9,4.039006755142244,5.462428653395806,4.246278862198311
AK4,ENSG00000162433,protein_coding,65613852,+,chr1,2.744957587850433,4.156348072879197,2.8846955950729622
AK5,ENSG00000154027,protein_coding,77747656,+,chr1,-2.896468790122007,-1.4367442285670111,-2.672082742581352
AK7,ENSG00000140057,protein_coding,96858454,+,chr14,-0.4835813583661315,0.9404298890972552,-0.3384328004728542
AK8,ENSG00000165695,protein_coding,135753649,-,chr9,0.1456122471664756,1.5512945207899884,0.3095254660278269
AKAP1,ENSG00000121057,protein_coding,55162595,+,chr17,3.1042695561592484,4.607720898299314,3.252945430019956
AKAP10,ENSG00000108599,protein_coding,19881113,-,chr17,2.0799071303079018,3.581700729949814,2.28522464546786
AKAP11,ENSG00000023516,protein_coding,42846272,+,chr13,1.7410138820467032,3.207018225945622,1.925163932184205
AKAP12,ENSG00000131016,protein_coding,151561535,+,chr6,2.388134418814145,3.876605347297383,2.563768278452033
AKAP13,ENSG00000170776,protein_coding,85923797,+,chr15,1.6104165971489053,3.1050578270583897,1.7973450708435132
