gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000121989,protein_coding,train,0.2345014105916133,ACVR2A,147844581,chr2,+,0.9051968395625632,2.362329610171569,1.061292338478294
ENSG00000114739,protein_coding,train,-0.4359201531174342,ACVR2B,38453931,chr3,+,0.5333639983398144,2.037206487178466,0.7179121696444286
ENSG00000139567,protein_coding,valid,-0.3058895061146491,ACVRL1,51906957,chr12,+,0.9272138083929854,2.373954394865803,1.1450904768024197
ENSG00000243989,protein_coding,train,0.7354750416295247,ACY1,51983556,chr3,+,-2.933462997604209,-1.4771407448083025,-2.811978948583052
ENSG00000132744,protein_coding,train,-1.1857068098066483,ACY3,67650742,chr11,-,0.4625758880422042,1.9594734264895477,0.6876878107322442
ENSG00000119640,protein_coding,train,0.4841874347692465,ACYP1,75064058,chr14,-,2.009024626137056,3.4679706605897858,2.155522579657465
ENSG00000170634,protein_coding,train,0.062376888437424,ACYP2,54115649,chr2,+,1.5852990902967734,3.0162645287170737,1.8208529138065808
ENSG00000196839,protein_coding,train,0.6254385985990792,ADA,44651707,chr20,-,1.839959587489532,3.336497633595226,2.0226873900702858
ENSG00000164113,protein_coding,train,-1.4632121967076763,ADAD1,122379568,chr4,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000140955,protein_coding,train,-1.0569000163707332,ADAD2,84191225,chr16,+,-5.733123527871812,-4.496549490994431,-5.587272661408358
ENSG00000168803,protein_coding,train,0.2423130213036188,ADAL,43330724,chr15,+,0.3597460469054708,1.8441445810593435,0.5563067842249769
ENSG00000137845,protein_coding,train,1.0619483819610136,ADAM10,58749751,chr15,-,2.4331464111795635,3.8809401536453167,2.6162635846615587
ENSG00000073670,protein_coding,train,-0.5908750640597991,ADAM11,44759021,chr17,+,-1.5597919249862502,-0.1261080755466045,-1.3785693322095522
ENSG00000148848,protein_coding,train,-0.6447246324166227,ADAM12,126388486,chr10,-,0.4252444421481007,1.8109777171241443,0.6375638789354056
ENSG00000143537,protein_coding,train,0.9057932117675436,ADAM15,155051357,chr1,+,4.561075583157994,5.998213559298594,4.677192494849559
ENSG00000151694,protein_coding,train,0.7290317304324978,ADAM17,9555837,chr2,-,1.787724985997043,3.29736752321766,1.9787813767627345
ENSG00000168619,protein_coding,train,-1.4632121967076763,ADAM18,39584598,chr8,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000135074,protein_coding,train,0.4463548780407296,ADAM19,157575782,chr5,-,0.4007565031832511,1.878058271834312,0.5532621902724327
ENSG00000104755,protein_coding,train,-1.4632121967076763,ADAM2,39838232,chr8,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000134007,protein_coding,train,-1.224227079259388,ADAM20,70535029,chr14,-,-5.467533417134262,-4.189680296588923,-5.243318260190996
ENSG00000139985,protein_coding,train,-1.1587397488892823,ADAM21,70452196,chr14,+,-2.605595614599375,-1.1360615495760285,-2.433623199678875
ENSG00000008277,protein_coding,train,-0.5507640738972822,ADAM22,87934326,chr7,+,-2.0655212410931174,-0.5900931804707359,-1.8447688837007208
ENSG00000114948,protein_coding,train,0.0013393030399678,ADAM23,206443543,chr2,+,-2.565758766748064,-1.0718760695869949,-2.405069330187608
ENSG00000042980,protein_coding,train,-1.0173064896211197,ADAM28,24294077,chr8,+,0.7194025119332604,2.141269284946133,0.9319099375217136
ENSG00000168594,protein_coding,train,-1.4632121967076763,ADAM29,174918416,chr4,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000134249,protein_coding,test,-1.4632121967076763,ADAM30,119896520,chr1,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000197140,protein_coding,train,-1.1675595216143098,ADAM32,39107588,chr8,+,-1.7983661388303496,-0.3684765935211026,-1.5534261474531028
ENSG00000149451,protein_coding,train,-0.0658522662518375,ADAM33,3682052,chr20,-,-0.0649174766813385,1.3977482095885925,0.1402551340349157
ENSG00000069206,protein_coding,train,-1.4632121967076763,ADAM7,24441038,chr8,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000151651,protein_coding,train,-0.1832181986869256,ADAM8,133276880,chr10,-,2.526995245336413,3.953823953941167,2.675499813120945
ENSG00000168615,protein_coding,train,1.0674225824669372,ADAM9,38996995,chr8,+,1.7580899342018124,3.303576199696641,1.9937105871599576
ENSG00000134028,protein_coding,train,-1.4491905617733891,ADAMDEC1,24384513,chr8,+,-0.0508012681048468,1.414947328020907,0.0717626693000912
ENSG00000154734,protein_coding,train,0.9379708247084656,ADAMTS1,26845416,chr21,-,3.440101740387508,4.909062620288773,3.6626612554750944
ENSG00000142303,protein_coding,train,0.3002783089247451,ADAMTS10,8610727,chr19,-,0.0842003616746549,1.5576306501429455,0.276437110436282
ENSG00000151388,protein_coding,train,-0.5916298201626241,ADAMTS12,33891996,chr5,-,0.0777898886436676,1.5332643130717918,0.3000651367787606
ENSG00000160323,protein_coding,train,-0.087403488764316,ADAMTS13,133422394,chr9,+,-0.0098438333726085,1.4363217744668657,0.1747898930478145
ENSG00000138316,protein_coding,train,-0.7669052871635532,ADAMTS14,70672543,chr10,+,0.3179986178614349,1.816067172902176,0.4780916867383682
ENSG00000166106,protein_coding,train,-0.3417440719221002,ADAMTS15,130448652,chr11,+,1.9368923019890496,3.365300599396577,2.099564527163197
ENSG00000145536,protein_coding,train,-1.1843872982171648,ADAMTS16,5146253,chr5,+,-2.0028882793248264,-0.6778410923706225,-1.867225766723674
ENSG00000140470,protein_coding,train,-0.8145826737059026,ADAMTS17,100341981,chr15,-,-1.0531942938094605,0.3978029618624898,-0.8567372069613801
ENSG00000140873,protein_coding,train,-1.390766794102036,ADAMTS18,77435047,chr16,-,-3.702749878828293,-2.346664773208869,-3.4787482046301883
ENSG00000145808,protein_coding,test,-1.2227961155481624,ADAMTS19,129460319,chr5,+,-5.636660688370521,-4.473931188332412,-5.559791924986251
ENSG00000087116,protein_coding,train,0.1402875282838194,ADAMTS2,179345485,chr5,-,1.0374525099396066,2.4729555966976347,1.2186571929587895
ENSG00000173157,protein_coding,train,-1.4538185410237352,ADAMTS20,43552213,chr12,-,-5.956795501434833,-4.744680559294212,-5.772012541265407
ENSG00000156140,protein_coding,valid,-0.7544993788127026,ADAMTS3,72569244,chr4,-,-1.5491978471201813,-0.0564911988382639,-1.3554976275810642
ENSG00000158859,protein_coding,train,-0.0099386669170738,ADAMTS4,161199061,chr1,-,-0.4123469789076785,1.0483059467824705,-0.2474226585237324
ENSG00000154736,protein_coding,test,-0.6326302988860694,ADAMTS5,26967097,chr21,-,-0.8028894852873038,0.6480051798104932,-0.5877062286665833
ENSG00000049192,protein_coding,train,-0.4069060794627052,ADAMTS6,65481855,chr5,-,-2.2961905334737542,-0.9061694283648644,-2.1642375813053087
ENSG00000136378,protein_coding,train,0.2847585629706307,ADAMTS7,78811473,chr15,-,0.2702299072379977,1.7233838111414057,0.4649818622749515
ENSG00000134917,protein_coding,train,-1.1158031522096954,ADAMTS8,130428614,chr11,-,-2.2453689997557578,-0.7903594860723998,-2.1127866970487705
ENSG00000163638,protein_coding,train,-0.0319375030010174,ADAMTS9,64688008,chr3,-,0.5297709821988874,1.9791107550157856,0.7198405550642677
ENSG00000178031,protein_coding,train,-0.8470946486552795,ADAMTSL1,18474162,chr9,+,-2.129102691334971,-0.6553987169633229,-1.9478623766648249
ENSG00000197859,protein_coding,train,-0.9070287505405106,ADAMTSL2,133534713,chr9,+,0.1487389127375248,1.6086673312659086,0.3134780576533272
ENSG00000156218,protein_coding,train,-0.9894211401134644,ADAMTSL3,83654136,chr15,+,-1.5777669993169523,-0.1767397717665563,-1.4119630281293938
ENSG00000143382,protein_coding,train,0.3105940760488633,ADAMTSL4,150549425,chr1,+,0.3049782358039608,1.7896457958865992,0.5295711075738947
ENSG00000185761,protein_coding,train,-0.0835056516272244,ADAMTSL5,1513033,chr19,-,-2.045133690098103,-0.6018685681233664,-1.945082080871042
ENSG00000105963,protein_coding,train,-0.0664760192812929,ADAP1,954693,chr7,-,0.3784006424435753,1.8925076026207424,0.5624744580963247
ENSG00000184060,protein_coding,train,-0.4000476836970031,ADAP2,30921960,chr17,+,1.5081243613841993,2.9589725583390885,1.6836515448124847
ENSG00000160710,protein_coding,train,1.5529542418566902,ADAR,154608219,chr1,-,5.58436125251871,7.071585710391051,5.775719569204928
ENSG00000197381,protein_coding,train,0.3293854190411238,ADARB1,45074628,chr21,+,0.7377732772589395,2.2271865604314773,0.907198337725916
ENSG00000185736,protein_coding,train,-0.9731065582294784,ADARB2,1240556,chr10,-,-3.6933877756246014,-2.306145097646435,-3.496549490994431
ENSG00000065457,protein_coding,train,0.5890993918344628,ADAT1,75623301,chr16,-,1.655947103739834,3.116946907746591,1.8593335093962688
ENSG00000189007,protein_coding,train,0.1639082777972435,ADAT2,143450732,chr6,-,-0.3364276645824773,1.133629280625504,-0.1707187020024687
ENSG00000213638,protein_coding,train,0.1686466086162393,ADAT3,1905412,chr19,+,1.0829750272577685,2.5054336651818176,1.202762485275887
ENSG00000063761,protein_coding,train,0.1096081824422909,ADCK1,77800144,chr14,+,0.96266006637552,2.452779910764867,1.108892401632409
ENSG00000133597,protein_coding,train,0.6532873774479048,ADCK2,140672972,chr7,+,3.408793366921425,4.910013053421343,3.592947320761835
ENSG00000173137,protein_coding,test,0.3636136069872914,ADCK5,144374086,chr8,+,2.626812903995209,4.088090701273222,2.8514592242131074
ENSG00000164742,protein_coding,train,-0.5662606418679104,ADCY1,45574439,chr7,+,-2.380821783940931,-0.8876334769274369,-2.1936346938775446
ENSG00000143199,protein_coding,train,-1.277241500440926,ADCY10,167914139,chr1,-,-5.248793390257147,-4.009262921328968,-5.102837036641166
ENSG00000078295,protein_coding,train,-1.0609457902387665,ADCY2,7396211,chr5,+,-5.461163892258535,-4.2216231890916776,-5.333516069162574
ENSG00000138031,protein_coding,test,0.8180282279776444,ADCY3,24920271,chr2,-,2.278163213997833,3.779175657032364,2.431542733476719
ENSG00000129467,protein_coding,test,-0.6248704029854211,ADCY4,24335086,chr14,-,-0.9598790827991224,0.5261689953446453,-0.8049044228227816
ENSG00000173175,protein_coding,train,-0.2133754717868215,ADCY5,123449795,chr3,-,0.7681631474465839,2.208423615807487,0.9663566325080074
ENSG00000174233,protein_coding,test,0.7630644640483764,ADCY6,48789103,chr12,-,1.4565433393124707,2.9431899507298565,1.6222744313631228
ENSG00000121281,protein_coding,train,0.3140766938056841,ADCY7,50266574,chr16,+,-0.0200478420483304,1.3907227072046044,0.1175620692569788
ENSG00000155897,protein_coding,train,-1.4267046408819954,ADCY8,131040881,chr8,-,-3.483581358366132,-2.1584293626044837,-3.317606488937269
ENSG00000162104,protein_coding,train,0.5630738443777634,ADCY9,4116469,chr16,-,0.9320611713434244,2.367482898138868,1.0707327858244302
ENSG00000141433,protein_coding,train,-1.3479672487791965,ADCYAP1,904421,chr18,+,-4.853084151912725,-3.5063526660247897,-4.673002535434241
ENSG00000078549,protein_coding,train,-0.985939553031112,ADCYAP1R1,31052377,chr7,+,-0.7568183983555281,0.7554858293507761,-0.6069133449764689
ENSG00000087274,protein_coding,train,1.2106014512805072,ADD1,2843927,chr4,+,3.7973554475183264,5.288779348404033,3.967758847917618
ENSG00000075340,protein_coding,train,-0.9084996481858718,ADD2,70768207,chr2,-,0.5555216974545577,2.0503623840177614,0.7431271525919302
ENSG00000148700,protein_coding,train,1.1534308086271874,ADD3,110007994,chr10,+,3.7982060809708775,5.2907192827709535,3.954689534693119
ENSG00000187758,protein_coding,train,-1.3190996900392886,ADH1A,99290991,chr4,-,-6.417347659966045,-5.380821783940931,-6.345197874210211
ENSG00000196616,protein_coding,train,-1.4514989074990443,ADH1B,99321407,chr4,-,-3.930160374931366,-2.5328248773859805,-3.781900825629856
ENSG00000198099,protein_coding,train,-1.3727887393688525,ADH4,99144312,chr4,-,-5.636660688370521,-4.354021724597216,-5.52616114710497
ENSG00000197894,protein_coding,valid,1.428043424370118,ADH5,99088747,chr4,-,4.143026003889974,5.663199431620554,4.30533582897385
ENSG00000172955,protein_coding,train,-1.32438023559466,ADH6,99219252,chr4,-,-4.181803870978292,-2.778927217484937,-3.99539074674741
ENSG00000196344,protein_coding,train,-1.4632121967076763,ADH7,99435364,chr4,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000147576,protein_coding,train,0.2874300405244043,ADHFE1,66432515,chr8,+,-1.357344632110498,0.1207500533349255,-1.205563338195578
ENSG00000182551,protein_coding,valid,0.9769859754803228,ADI1,3519542,chr2,-,4.110989567136613,5.523279662019348,4.282795616017946
ENSG00000182035,protein_coding,train,-1.4632121967076763,ADIG,38581203,chr20,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000181092,protein_coding,train,-1.458492116862817,ADIPOQ,186842716,chr3,+,-6.587272661408358,-5.594225422050124,-6.5328248773859805
ENSG00000159346,protein_coding,train,1.5403685159994498,ADIPOR1,202958320,chr1,-,5.926611484953537,7.387339274709157,6.079305569171575
ENSG00000006831,protein_coding,train,1.058185779688678,ADIPOR2,1691084,chr12,+,3.3054890560606007,4.795091565226924,3.4899795828002644
ENSG00000156110,protein_coding,train,0.9082625275458616,ADK,74176779,chr10,+,2.3437773323238025,3.814981014433783,2.5248911320467866
ENSG00000148926,protein_coding,train,0.8981928521404883,ADM,10305083,chr11,+,2.447975850093302,3.938408128742195,2.6039289454223624
ENSG00000128165,protein_coding,train,-0.2247400920267595,ADM2,50481561,chr22,+,0.1897929378202586,1.6948356301019762,0.3658044998719817
ENSG00000101126,protein_coding,train,1.147479943531713,ADNP,50931451,chr20,-,4.1353706939384365,5.557020964668215,4.279842693520348
ENSG00000101544,protein_coding,train,0.6971832547588572,ADNP2,80109292,chr18,+,2.066950243924627,3.554797566925793,2.239825714946621
ENSG00000181915,protein_coding,train,0.8450411005696118,ADO,62804955,chr10,+,3.1150498944549563,4.581025790527726,3.321293169375513
ENSG00000163485,protein_coding,train,-0.7529048760994538,ADORA1,203128348,chr1,+,0.9924784126674572,2.4109380332284145,1.1329715968792085
ENSG00000128271,protein_coding,test,-0.1352710406470037,ADORA2A,24423949,chr22,+,-5.473931188332412,-4.243318260190996,-5.368849142274855
ENSG00000170425,protein_coding,train,0.0960677295525829,ADORA2B,15945310,chr17,+,-1.1025272127291217,0.3269974645657588,-1.0083919916068416
ENSG00000159322,protein_coding,train,1.1730131005992972,ADPGK,72783780,chr15,-,3.1393548869314434,4.5970722515162015,3.3143339939190133
ENSG00000144843,protein_coding,train,-0.1497778227055842,ADPRH,119579797,chr3,+,0.8375396343794035,2.284425294607505,0.9950864791340828
ENSG00000153531,protein_coding,train,-0.4023228156868284,ADPRHL1,113453495,chr13,-,-0.2885931995541527,1.1927622921527052,-0.1193536523255631
ENSG00000120907,protein_coding,train,-1.3611710784461104,ADRA1A,26867283,chr8,-,-6.748553568441418,-5.912672948202524,-6.67300253543424
ENSG00000170214,protein_coding,train,-0.6447246324166227,ADRA1B,159916521,chr5,+,0.4002100070818306,1.844867676074509,0.5608127609923217
ENSG00000171873,protein_coding,train,-0.9911715631718142,ADRA1D,4249305,chr20,-,-2.892178244087146,-1.4219791086976905,-2.746615764199926
ENSG00000150594,protein_coding,test,-0.7142013677541011,ADRA2A,111077039,chr10,+,1.094371210592517,2.539729571067321,1.3934711173951306
ENSG00000184160,protein_coding,train,-0.3005433433836614,ADRA2C,3765921,chr4,+,4.051424309282085,5.5250603260159545,4.225012653938132
ENSG00000043591,protein_coding,train,-0.9373498757074752,ADRB1,114043882,chr10,+,-3.043348544428939,-1.6188273952832022,-2.8426975336810267
ENSG00000169252,protein_coding,train,-0.0918601061694388,ADRB2,148826638,chr5,+,-1.825210106952185,-0.3061450976464348,-1.6583557594698397
ENSG00000188778,protein_coding,train,-1.440067893877767,ADRB3,37966614,chr8,-,-6.058893689053569,-4.961282892427146,-5.912672948202524
ENSG00000130706,protein_coding,train,1.5140773602758115,ADRM1,62303030,chr20,+,4.938346961609856,6.4281624952841945,5.166956409536906
ENSG00000239900,protein_coding,test,1.0154010957942643,ADSL,40346539,chr22,+,-1.2761356763732723,0.1787465059818162,-1.1112275322575584
ENSG00000106624,protein_coding,train,0.9679485989618064,AEBP1,44104371,chr7,+,5.456139175650477,6.894560722471131,5.55153447416293
ENSG00000139154,protein_coding,train,0.681607310572764,AEBP2,19439714,chr12,+,2.714399396930403,4.245548903430134,2.920674411041618
ENSG00000181026,protein_coding,train,0.8135581954979214,AEN,88621368,chr15,+,1.2002532315936874,2.670047179349805,1.388685507495314
ENSG00000196526,protein_coding,train,0.50611621222516,AFAP1,7939866,chr4,-,0.2630344058337938,1.7089817688622322,0.4707190613508185
ENSG00000157510,protein_coding,train,0.215941517084972,AFAP1L1,149271904,chr5,+,0.2148708340039049,1.6757256187968366,0.3914377976979999
ENSG00000169129,protein_coding,train,-0.0481112441452523,AFAP1L2,114404509,chr10,-,2.1457426602776057,3.568068597438934,2.32334124369756
ENSG00000172493,protein_coding,train,0.8722230115765662,AFF1,86935034,chr4,+,2.187419380901585,3.601244860851151,2.374510925768391
ENSG00000155966,protein_coding,train,-0.8743989264977534,AFF2,148500800,chrX,+,-2.605595614599375,-1.1109159014018506,-2.424300420607812
ENSG00000144218,protein_coding,test,-0.251444121221885,AFF3,100142573,chr2,-,-2.900772134225139,-1.545824106814198,-2.7700429914156373
ENSG00000072364,protein_coding,valid,1.069294113814199,AFF4,132963642,chr5,-,2.8069838956273614,4.279879828049916,3.016086202465223
ENSG00000141385,protein_coding,train,1.229294796522199,AFG3L2,12377264,chr18,-,2.7871189828133445,4.275617976978238,2.962400951689934
ENSG00000079557,protein_coding,train,-1.4632121967076763,AFM,73481762,chr4,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000183077,protein_coding,train,0.4633658553265815,AFMID,78187370,chr17,+,2.73352788747328,4.203898055606065,2.881919074973241
