gene,gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000142303,ADAMTS10,ENSG00000142303.14,protein_coding,8675559,-,chr19,0.0842003616746549,1.5576306501429455,0.276437110436282
ENSG00000151388,ADAMTS12,ENSG00000151388.11,protein_coding,33892081,-,chr5,0.0777898886436676,1.5332643130717918,0.3000651367787606
ENSG00000160323,ADAMTS13,ENSG00000160323.19,protein_coding,136287478,+,chr9,-0.0098438333726085,1.4363217744668657,0.1747898930478145
ENSG00000138316,ADAMTS14,ENSG00000138316.11,protein_coding,72432217,+,chr10,0.3179986178614349,1.816067172902176,0.4780916867383682
ENSG00000145536,ADAMTS16,ENSG00000145536.15,protein_coding,5146295,+,chr5,-2.0028882793248264,-0.6778410923706225,-1.867225766723674
ENSG00000140470,ADAMTS17,ENSG00000140470.15,protein_coding,100882172,-,chr15,-1.0531942938094605,0.3978029618624898,-0.8567372069613801
ENSG00000140873,ADAMTS18,ENSG00000140873.16,protein_coding,77468905,-,chr16,-3.702749878828293,-2.346664773208869,-3.4787482046301883
ENSG00000145808,ADAMTS19,ENSG00000145808.10,protein_coding,128795972,+,chr5,-5.636660688370521,-4.473931188332412,-5.559791924986251
ENSG00000087116,ADAMTS2,ENSG00000087116.16,protein_coding,178772424,-,chr5,1.0374525099396066,2.4729555966976347,1.2186571929587895
ENSG00000173157,ADAMTS20,ENSG00000173157.17,protein_coding,43946001,-,chr12,-5.956795501434833,-4.744680559294212,-5.772012541265407
ENSG00000156140,ADAMTS3,ENSG00000156140.10,protein_coding,73434921,-,chr4,-1.5491978471201813,-0.0564911988382639,-1.3554976275810642
ENSG00000158859,ADAMTS4,ENSG00000158859.10,protein_coding,161168834,-,chr1,-0.4123469789076785,1.0483059467824705,-0.2474226585237324
ENSG00000154736,ADAMTS5,ENSG00000154736.6,protein_coding,28339400,-,chr21,-0.8028894852873038,0.6480051798104932,-0.5877062286665833
ENSG00000049192,ADAMTS6,ENSG00000049192.15,protein_coding,64777653,-,chr5,-2.2961905334737542,-0.9061694283648644,-2.1642375813053087
ENSG00000136378,ADAMTS7,ENSG00000136378.15,protein_coding,79103757,-,chr15,0.2702299072379977,1.7233838111414057,0.4649818622749515
ENSG00000134917,ADAMTS8,ENSG00000134917.10,protein_coding,130298500,-,chr11,-2.2453689997557578,-0.7903594860723998,-2.1127866970487705
ENSG00000163638,ADAMTS9,ENSG00000163638.13,protein_coding,64673668,-,chr3,0.5297709821988874,1.9791107550157856,0.7198405550642677
ENSG00000197859,ADAMTSL2,ENSG00000197859.11,protein_coding,136399819,+,chr9,0.1487389127375248,1.6086673312659086,0.3134780576533272
ENSG00000156218,ADAMTSL3,ENSG00000156218.13,protein_coding,84322865,+,chr15,-1.5777669993169523,-0.1767397717665563,-1.4119630281293938
ENSG00000185761,ADAMTSL5,ENSG00000185761.11,protein_coding,1513002,-,chr19,-2.045133690098103,-0.6018685681233664,-1.945082080871042
ENSG00000105963,ADAP1,ENSG00000105963.15,protein_coding,994302,-,chr7,0.3784006424435753,1.8925076026207424,0.5624744580963247
ENSG00000184060,ADAP2,ENSG00000184060.11,protein_coding,29248955,+,chr17,1.5081243613841993,2.9589725583390885,1.6836515448124847
ENSG00000185736,ADARB2,ENSG00000185736.16,protein_coding,1282545,-,chr10,-3.6933877756246014,-2.306145097646435,-3.496549490994431
ENSG00000189007,ADAT2,ENSG00000189007.16,protein_coding,143771799,-,chr6,-0.3364276645824773,1.133629280625504,-0.1707187020024687
ENSG00000213638,ADAT3,ENSG00000213638.6,protein_coding,1905365,+,chr19,1.0829750272577685,2.5054336651818176,1.202762485275887
ENSG00000063761,ADCK1,ENSG00000063761.16,protein_coding,78266436,+,chr14,0.96266006637552,2.452779910764867,1.108892401632409
ENSG00000133597,ADCK2,ENSG00000133597.11,protein_coding,140372703,+,chr7,3.408793366921425,4.910013053421343,3.592947320761835
ENSG00000173137,ADCK5,ENSG00000173137.12,protein_coding,145597713,+,chr8,2.626812903995209,4.088090701273222,2.8514592242131074
ENSG00000164742,ADCY1,ENSG00000164742.16,protein_coding,45613958,+,chr7,-2.380821783940931,-0.8876334769274369,-2.1936346938775446
ENSG00000143199,ADCY10,ENSG00000143199.18,protein_coding,167883353,-,chr1,-5.248793390257147,-4.009262921328968,-5.102837036641166
ENSG00000078295,ADCY2,ENSG00000078295.17,protein_coding,7396141,+,chr5,-5.461163892258535,-4.2216231890916776,-5.333516069162574
ENSG00000129467,ADCY4,ENSG00000129467.14,protein_coding,24804269,-,chr14,-0.9598790827991224,0.5261689953446453,-0.8049044228227816
ENSG00000173175,ADCY5,ENSG00000173175.15,protein_coding,123168551,-,chr3,0.7681631474465839,2.208423615807487,0.9663566325080074
ENSG00000121281,ADCY7,ENSG00000121281.13,protein_coding,50300440,+,chr16,-0.0200478420483304,1.3907227072046044,0.1175620692569788
ENSG00000155897,ADCY8,ENSG00000155897.10,protein_coding,132053091,-,chr8,-3.483581358366132,-2.1584293626044837,-3.317606488937269
ENSG00000162104,ADCY9,ENSG00000162104.10,protein_coding,4166405,-,chr16,0.9320611713434244,2.367482898138868,1.0707327858244302
ENSG00000141433,ADCYAP1,ENSG00000141433.13,protein_coding,904398,+,chr18,-4.853084151912725,-3.5063526660247897,-4.673002535434241
ENSG00000078549,ADCYAP1R1,ENSG00000078549.15,protein_coding,31091911,+,chr7,-0.7568183983555281,0.7554858293507761,-0.6069133449764689
ENSG00000075340,ADD2,ENSG00000075340.23,protein_coding,70995307,-,chr2,0.5555216974545577,2.0503623840177614,0.7431271525919302
ENSG00000148700,ADD3,ENSG00000148700.15,protein_coding,111767726,+,chr10,3.7982060809708775,5.2907192827709535,3.954689534693119
ENSG00000187758,ADH1A,ENSG00000187758.8,protein_coding,100212132,-,chr4,-6.417347659966045,-5.380821783940931,-6.345197874210211
ENSG00000196616,ADH1B,ENSG00000196616.14,protein_coding,100242549,-,chr4,-3.930160374931366,-2.5328248773859805,-3.781900825629856
ENSG00000198099,ADH4,ENSG00000198099.9,protein_coding,100065440,-,chr4,-5.636660688370521,-4.354021724597216,-5.52616114710497
ENSG00000172955,ADH6,ENSG00000172955.17,protein_coding,100140393,-,chr4,-4.181803870978292,-2.778927217484937,-3.99539074674741
ENSG00000147576,ADHFE1,ENSG00000147576.17,protein_coding,67344710,+,chr8,-1.357344632110498,0.1207500533349255,-1.205563338195578
ENSG00000182551,ADI1,ENSG00000182551.14,protein_coding,3523272,-,chr2,4.110989567136613,5.523279662019348,4.282795616017946
ENSG00000182035,ADIG,ENSG00000182035.12,protein_coding,37209820,+,chr20,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000181092,ADIPOQ,ENSG00000181092.10,protein_coding,186560476,+,chr3,-6.587272661408358,-5.594225422050124,-6.5328248773859805
ENSG00000159346,ADIPOR1,ENSG00000159346.13,protein_coding,202927388,-,chr1,5.926611484953537,7.387339274709157,6.079305569171575
ENSG00000006831,ADIPOR2,ENSG00000006831.10,protein_coding,1800179,+,chr12,3.3054890560606007,4.795091565226924,3.4899795828002644
ENSG00000156110,ADK,ENSG00000156110.15,protein_coding,75936500,+,chr10,2.3437773323238025,3.814981014433783,2.5248911320467866
ENSG00000148926,ADM,ENSG00000148926.10,protein_coding,10326612,+,chr11,2.447975850093302,3.938408128742195,2.6039289454223624
ENSG00000128165,ADM2,ENSG00000128165.9,protein_coding,50919944,+,chr22,0.1897929378202586,1.6948356301019762,0.3658044998719817
ENSG00000101126,ADNP,ENSG00000101126.18,protein_coding,49547910,-,chr20,4.1353706939384365,5.557020964668215,4.279842693520348
ENSG00000101544,ADNP2,ENSG00000101544.9,protein_coding,77867139,+,chr18,2.066950243924627,3.554797566925793,2.239825714946621
ENSG00000181915,ADO,ENSG00000181915.5,protein_coding,64564589,+,chr10,3.1150498944549563,4.581025790527726,3.321293169375513
ENSG00000163485,ADORA1,ENSG00000163485.17,protein_coding,203097407,+,chr1,0.9924784126674572,2.4109380332284145,1.1329715968792085
ENSG00000128271,ADORA2A,ENSG00000128271.22,protein_coding,24819852,+,chr22,-5.473931188332412,-4.243318260190996,-5.368849142274855
ENSG00000144843,ADPRH,ENSG00000144843.11,protein_coding,119298575,+,chr3,0.8375396343794035,2.284425294607505,0.9950864791340828
ENSG00000120907,ADRA1A,ENSG00000120907.18,protein_coding,26724784,-,chr8,-6.748553568441418,-5.912672948202524,-6.67300253543424
ENSG00000170214,ADRA1B,ENSG00000170214.5,protein_coding,159343481,+,chr5,0.4002100070818306,1.844867676074509,0.5608127609923217
ENSG00000171873,ADRA1D,ENSG00000171873.8,protein_coding,4229843,-,chr20,-2.892178244087146,-1.4219791086976905,-2.746615764199926
ENSG00000150594,ADRA2A,ENSG00000150594.7,protein_coding,112836779,+,chr10,1.094371210592517,2.539729571067321,1.3934711173951306
ENSG00000184160,ADRA2C,ENSG00000184160.8,protein_coding,3767633,+,chr4,4.051424309282085,5.5250603260159545,4.225012653938132
ENSG00000043591,ADRB1,ENSG00000043591.6,protein_coding,115803618,+,chr10,-3.043348544428939,-1.6188273952832022,-2.8426975336810267
ENSG00000169252,ADRB2,ENSG00000169252.6,protein_coding,148206163,+,chr5,-1.825210106952185,-0.3061450976464348,-1.6583557594698397
ENSG00000188778,ADRB3,ENSG00000188778.6,protein_coding,37824101,-,chr8,-6.058893689053569,-4.961282892427146,-5.912672948202524
ENSG00000130706,ADRM1,ENSG00000130706.13,protein_coding,60878005,+,chr20,4.938346961609856,6.4281624952841945,5.166956409536906
ENSG00000106624,AEBP1,ENSG00000106624.11,protein_coding,44143925,+,chr7,5.456139175650477,6.894560722471131,5.55153447416293
ENSG00000139154,AEBP2,ENSG00000139154.16,protein_coding,19592602,+,chr12,2.714399396930403,4.245548903430134,2.920674411041618
ENSG00000181026,AEN,ENSG00000181026.15,protein_coding,89164560,+,chr15,1.2002532315936874,2.670047179349805,1.388685507495314
ENSG00000157510,AFAP1L1,ENSG00000157510.14,protein_coding,148651409,+,chr5,0.2148708340039049,1.6757256187968366,0.3914377976979999
ENSG00000169129,AFAP1L2,ENSG00000169129.15,protein_coding,116164244,-,chr10,2.1457426602776057,3.568068597438934,2.32334124369756
ENSG00000155966,AFF2,ENSG00000155966.14,protein_coding,147582254,+,chrX,-2.605595614599375,-1.1109159014018506,-2.424300420607812
ENSG00000072364,AFF4,ENSG00000072364.13,protein_coding,132299313,-,chr5,2.8069838956273614,4.279879828049916,3.016086202465223
ENSG00000079557,AFM,ENSG00000079557.5,protein_coding,74347454,+,chr4,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000183077,AFMID,ENSG00000183077.15,protein_coding,76183432,+,chr17,2.73352788747328,4.203898055606065,2.881919074973241
ENSG00000081051,AFP,ENSG00000081051.8,protein_coding,74301931,+,chr4,-5.956795501434833,-4.878321443411748,-5.811978948583052
ENSG00000119844,AFTPH,ENSG00000119844.15,protein_coding,64751475,+,chr2,3.395282204132234,4.844003937154097,3.536811359434312
ENSG00000038002,AGA,ENSG00000038002.9,protein_coding,178363527,-,chr4,2.261470639012782,3.736951167143662,2.494338801163467
ENSG00000157985,AGAP1,ENSG00000157985.19,protein_coding,236402669,+,chr2,1.9825829469225904,3.4244921708892058,2.153189222387495
ENSG00000133612,AGAP3,ENSG00000133612.19,protein_coding,150783553,+,chr7,3.021550794381274,4.532354366670811,3.198164087607666
ENSG00000165923,AGBL2,ENSG00000165923.16,protein_coding,47736896,-,chr11,-1.1050076690304853,0.3683772461200166,-0.9367731980030188
ENSG00000146856,AGBL3,ENSG00000146856.14,protein_coding,134671234,+,chr7,-1.32228881373932,0.1305355567561879,-1.123748288137177
ENSG00000186094,AGBL4,ENSG00000186094.17,protein_coding,50489547,-,chr1,-3.899695094204315,-2.4932965131993434,-3.706511797624492
ENSG00000084693,AGBL5,ENSG00000084693.16,protein_coding,27274506,+,chr2,3.666938337292059,5.164440363088539,3.882603924898025
ENSG00000173744,AGFG1,ENSG00000173744.18,protein_coding,228336849,+,chr2,3.036221976376572,4.504150009856743,3.2296955825325675
ENSG00000106351,AGFG2,ENSG00000106351.13,protein_coding,100136811,+,chr7,2.840181213558493,4.285328232604077,3.012532918536056
ENSG00000164252,AGGF1,ENSG00000164252.13,protein_coding,76326187,+,chr5,1.5393325445657746,3.0011897327114427,1.7209350813597597
ENSG00000006530,AGK,ENSG00000006530.18,protein_coding,141251177,+,chr7,1.757876659747896,3.2209490044667795,1.9241379008194868
ENSG00000162688,AGL,ENSG00000162688.17,protein_coding,100315613,+,chr1,1.3511194519299807,2.816067172902176,1.5590512283670166
ENSG00000116771,AGMAT,ENSG00000116771.6,protein_coding,15911510,-,chr1,0.2507190834005546,1.7132998990790167,0.4137023887821764
ENSG00000187546,AGMO,ENSG00000187546.14,protein_coding,15601595,-,chr7,-3.68965987938785,-2.261880711217424,-3.499809820158017
ENSG00000204310,AGPAT1,ENSG00000204310.13,protein_coding,32143828,-,chr6,4.024213281832565,5.511515478923836,4.234018399820455
ENSG00000169692,AGPAT2,ENSG00000169692.13,protein_coding,139581876,-,chr9,5.267494599023965,6.70129537092709,5.458240903991209
ENSG00000160216,AGPAT3,ENSG00000160216.21,protein_coding,45285082,+,chr21,2.825358249699675,4.294429602109329,3.00619028907207
ENSG00000026652,AGPAT4,ENSG00000026652.15,protein_coding,161695074,-,chr6,-0.5004219529898684,0.9633261476640852,-0.2947740433836355
ENSG00000155189,AGPAT5,ENSG00000155189.12,protein_coding,6566147,+,chr8,2.334625478934945,3.773827578980694,2.552155706425
ENSG00000106541,AGR2,ENSG00000106541.12,protein_coding,16844611,-,chr7,0.5017193765800976,2.011245149204265,0.614380047556248
ENSG00000173467,AGR3,ENSG00000173467.9,protein_coding,16921601,-,chr7,0.8824474164317307,2.223885867941666,1.009848767381211
ENSG00000188157,AGRN,ENSG00000188157.15,protein_coding,955448,+,chr1,5.795743574437512,7.362056027705498,6.039401635407714
ENSG00000159723,AGRP,ENSG00000159723.5,protein_coding,67517444,-,chr16,-2.067334051854221,-0.6377826225128307,-1.893785703909032
ENSG00000135049,AGTPBP1,ENSG00000135049.16,protein_coding,88356789,-,chr9,1.3686007465140948,2.8227505392497534,1.542654272102036
ENSG00000177674,AGTRAP,ENSG00000177674.16,protein_coding,11796177,+,chr1,4.8999151605476685,6.379581109965679,5.0462378416757465
ENSG00000172482,AGXT,ENSG00000172482.5,protein_coding,241808234,+,chr2,-6.368849142274855,-5.362899875943668,-6.265344566520995
ENSG00000113492,AGXT2,ENSG00000113492.14,protein_coding,35048047,-,chr5,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000153207,AHCTF1,ENSG00000153207.16,protein_coding,247095194,-,chr1,2.126939827147062,3.603157485637389,2.310165590494283
ENSG00000101444,AHCY,ENSG00000101444.13,protein_coding,32891151,-,chr20,6.009165748938788,7.397700299644326,6.203144371599498
ENSG00000168710,AHCYL1,ENSG00000168710.18,protein_coding,110527378,+,chr1,5.226697331708942,6.667555816635813,5.412412337824311
ENSG00000158467,AHCYL2,ENSG00000158467.16,protein_coding,128864848,+,chr7,1.51333914094596,2.967592867215406,1.6831125218131675
ENSG00000126705,AHDC1,ENSG00000126705.15,protein_coding,27930644,-,chr1,3.894080466886041,5.392155969299834,4.108273531472573
ENSG00000124942,AHNAK,ENSG00000124942.14,protein_coding,62314268,-,chr11,4.913999963394327,6.3477329710511965,5.127100836919959
ENSG00000185567,AHNAK2,ENSG00000185567.7,protein_coding,105436809,-,chr14,1.6957266226209635,3.226570182125558,1.895341402936806
ENSG00000106546,AHR,ENSG00000106546.14,protein_coding,17338266,+,chr7,2.849719097305612,4.337967928916356,3.0062980239003694
ENSG00000100591,AHSA1,ENSG00000100591.8,protein_coding,77924394,+,chr14,5.1337402351975285,6.646433425145406,5.350118843616374
ENSG00000145192,AHSG,ENSG00000145192.13,protein_coding,186330841,+,chr3,-4.7027498788282935,-3.3147325934831584,-4.556393348524385
ENSG00000169877,AHSP,ENSG00000169877.10,protein_coding,31539197,+,chr16,-4.39896913065119,-2.9896498118304327,-4.218934101564037
ENSG00000111732,AICDA,ENSG00000111732.11,protein_coding,8765446,-,chr12,-6.467533417134262,-5.519528054772524,-6.380821783940931
ENSG00000186063,AIDA,ENSG00000186063.13,protein_coding,222885791,-,chr1,2.8575431453690823,4.3844228693428295,3.010958822072235
ENSG00000204472,AIF1,ENSG00000204472.13,protein_coding,31582990,+,chr6,3.785309908132157,5.237406928371406,3.9633353966281866
ENSG00000126878,AIF1L,ENSG00000126878.13,protein_coding,133971909,+,chr9,4.213736095922801,5.749137337854755,4.36600741007519
ENSG00000156709,AIFM1,ENSG00000156709.15,protein_coding,129299673,-,chrX,2.69392179133709,4.140827726208164,2.861280493373373
ENSG00000042286,AIFM2,ENSG00000042286.15,protein_coding,71892555,-,chr10,1.5312691598829942,3.00920382732984,1.7058452339698085
ENSG00000146416,AIG1,ENSG00000146416.19,protein_coding,143382002,+,chr6,2.5074140990154405,3.984325029522564,2.650902389638564
ENSG00000163568,AIM2,ENSG00000163568.15,protein_coding,159046532,-,chr1,-1.005492683876862,0.5058909297299573,-0.8224010706722665
ENSG00000106305,AIMP2,ENSG00000106305.10,protein_coding,6048856,+,chr7,3.730748629416213,5.155846358787351,3.895845468937541
ENSG00000129221,AIPL1,ENSG00000129221.16,protein_coding,6338428,-,chr17,-6.2216231890916776,-5.189680296588923,-6.127841042771061
ENSG00000160224,AIRE,ENSG00000160224.17,protein_coding,45705752,+,chr21,-5.803896602285193,-4.573466861883327,-5.7027498788282935
ENSG00000196581,AJAP1,ENSG00000196581.11,protein_coding,4714656,+,chr1,-1.971430847803229,-0.6106534638375021,-1.6725425657058466
ENSG00000129474,AJUBA,ENSG00000129474.16,protein_coding,23451725,-,chr14,2.704252269095908,4.103044365874121,2.914105237118472
ENSG00000106992,AK1,ENSG00000106992.19,protein_coding,130639944,-,chr9,0.4620523187964329,1.9034625297956895,0.6351507240326342
ENSG00000004455,AK2,ENSG00000004455.17,protein_coding,33502473,-,chr1,4.11298364033271,5.570481146757519,4.323103412468802
ENSG00000147853,AK3,ENSG00000147853.17,protein_coding,4741182,-,chr9,4.039006755142244,5.462428653395806,4.246278862198311
ENSG00000162433,AK4,ENSG00000162433.15,protein_coding,65613852,+,chr1,2.744957587850433,4.156348072879197,2.8846955950729622
ENSG00000154027,AK5,ENSG00000154027.19,protein_coding,77747656,+,chr1,-2.896468790122007,-1.4367442285670111,-2.672082742581352
ENSG00000140057,AK7,ENSG00000140057.9,protein_coding,96858454,+,chr14,-0.4835813583661315,0.9404298890972552,-0.3384328004728542
ENSG00000165695,AK8,ENSG00000165695.10,protein_coding,135753649,-,chr9,0.1456122471664756,1.5512945207899884,0.3095254660278269
ENSG00000121057,AKAP1,ENSG00000121057.13,protein_coding,55162595,+,chr17,3.1042695561592484,4.607720898299314,3.252945430019956
ENSG00000108599,AKAP10,ENSG00000108599.15,protein_coding,19881113,-,chr17,2.0799071303079018,3.581700729949814,2.28522464546786
ENSG00000023516,AKAP11,ENSG00000023516.9,protein_coding,42846272,+,chr13,1.7410138820467032,3.207018225945622,1.925163932184205
ENSG00000131016,AKAP12,ENSG00000131016.17,protein_coding,151561535,+,chr6,2.388134418814145,3.876605347297383,2.563768278452033
ENSG00000170776,AKAP13,ENSG00000170776.22,protein_coding,85923797,+,chr15,1.6104165971489053,3.1050578270583897,1.7973450708435132
ENSG00000186471,AKAP14,ENSG00000186471.13,protein_coding,119030118,+,chrX,-2.477944250839036,-1.0576919438438153,-2.2419527181667664
ENSG00000197976,AKAP17A,ENSG00000197976.12,protein_coding,1710484,+,chrX,3.154583209053069,4.727947674967553,3.3418007744684566
ENSG00000111254,AKAP3,ENSG00000111254.8,protein_coding,4758159,-,chr12,-0.1070261847266662,1.3782341552192388,0.0747794264966133
ENSG00000147081,AKAP4,ENSG00000147081.15,protein_coding,49965017,-,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
