<<<<<<< HEAD
,gene_name,gene_stable_id,gene_id,gene_type,TSS,genomic_strand,chromosome_name
313,ADRB1,ENSG00000043591,ENSG00000043591.6,protein_coding,114043882,+,chr10
314,ADRB2,ENSG00000169252,ENSG00000169252.6,protein_coding,148826638,+,chr5
315,ADRB3,ENSG00000188778,ENSG00000188778.6,protein_coding,37966614,-,chr8
316,ADRM1,ENSG00000130706,ENSG00000130706.13,protein_coding,62303030,+,chr20
317,ADSL,ENSG00000239900,ENSG00000239900.14,protein_coding,40346539,+,chr22
318,AEBP1,ENSG00000106624,ENSG00000106624.11,protein_coding,44104371,+,chr7
319,AEBP2,ENSG00000139154,ENSG00000139154.16,protein_coding,19439714,+,chr12
320,AEN,ENSG00000181026,ENSG00000181026.15,protein_coding,88621368,+,chr15
321,AFAP1,ENSG00000196526,ENSG00000196526.11,protein_coding,7939866,-,chr4
322,AFAP1L1,ENSG00000157510,ENSG00000157510.14,protein_coding,149271904,+,chr5
323,AFAP1L2,ENSG00000169129,ENSG00000169129.15,protein_coding,114404509,-,chr10
324,AFF1,ENSG00000172493,ENSG00000172493.23,protein_coding,86935034,+,chr4
325,AFF2,ENSG00000155966,ENSG00000155966.14,protein_coding,148500800,+,chrX
326,AFF3,ENSG00000144218,ENSG00000144218.21,protein_coding,100142573,-,chr2
327,AFF4,ENSG00000072364,ENSG00000072364.13,protein_coding,132963642,-,chr5
328,AFG3L2,ENSG00000141385,ENSG00000141385.11,protein_coding,12377264,-,chr18
329,AFM,ENSG00000079557,ENSG00000079557.5,protein_coding,73481762,+,chr4
330,AFMID,ENSG00000183077,ENSG00000183077.15,protein_coding,78187370,+,chr17
331,AFP,ENSG00000081051,ENSG00000081051.8,protein_coding,73436230,+,chr4
332,AFTPH,ENSG00000119844,ENSG00000119844.15,protein_coding,64524422,+,chr2
333,AGA,ENSG00000038002,ENSG00000038002.9,protein_coding,177442418,-,chr4
334,AGAP1,ENSG00000157985,ENSG00000157985.19,protein_coding,235494144,+,chr2
335,AGAP2,ENSG00000135439,ENSG00000135439.12,protein_coding,57742191,-,chr12
336,AGAP3,ENSG00000133612,ENSG00000133612.19,protein_coding,151086483,+,chr7
337,AGAP5,ENSG00000172650,ENSG00000172650.15,protein_coding,73730518,-,chr10
338,AGAP6,ENSG00000204149,ENSG00000204149.14,protein_coding,49988368,+,chr10
339,AGBL2,ENSG00000165923,ENSG00000165923.16,protein_coding,47715405,-,chr11
340,AGBL3,ENSG00000146856,ENSG00000146856.14,protein_coding,134986573,+,chr7
341,AGBL4,ENSG00000186094,ENSG00000186094.17,protein_coding,50023944,-,chr1
342,AGBL5,ENSG00000084693,ENSG00000084693.16,protein_coding,27051675,+,chr2
343,AGER,ENSG00000204305,ENSG00000204305.15,protein_coding,32184263,-,chr6
344,AGFG1,ENSG00000173744,ENSG00000173744.18,protein_coding,227472188,+,chr2
345,AGFG2,ENSG00000106351,ENSG00000106351.13,protein_coding,100539256,+,chr7
346,AGGF1,ENSG00000164252,ENSG00000164252.13,protein_coding,77030475,+,chr5
347,AGK,ENSG00000006530,ENSG00000006530.18,protein_coding,141551440,+,chr7
348,AGL,ENSG00000162688,ENSG00000162688.17,protein_coding,99850135,+,chr1
349,AGMAT,ENSG00000116771,ENSG00000116771.6,protein_coding,15585084,-,chr1
350,AGMO,ENSG00000187546,ENSG00000187546.14,protein_coding,15562032,-,chr7
351,AGPAT1,ENSG00000204310,ENSG00000204310.13,protein_coding,32176144,-,chr6
352,AGPAT2,ENSG00000169692,ENSG00000169692.13,protein_coding,136687483,-,chr9
353,AGPAT3,ENSG00000160216,ENSG00000160216.21,protein_coding,43865236,+,chr21
354,AGPAT4,ENSG00000026652,ENSG00000026652.15,protein_coding,161274080,-,chr6
355,AGPAT5,ENSG00000155189,ENSG00000155189.12,protein_coding,6708676,+,chr8
356,AGPS,ENSG00000018510,ENSG00000018510.18,protein_coding,177392795,+,chr2
357,AGR2,ENSG00000106541,ENSG00000106541.12,protein_coding,16805004,-,chr7
358,AGR3,ENSG00000173467,ENSG00000173467.9,protein_coding,16881990,-,chr7
359,AGRN,ENSG00000188157,ENSG00000188157.15,protein_coding,1020128,+,chr1
360,AGRP,ENSG00000159723,ENSG00000159723.5,protein_coding,67483552,-,chr16
361,AGT,ENSG00000135744,ENSG00000135744.9,protein_coding,230714129,-,chr1
362,AGTPBP1,ENSG00000135049,ENSG00000135049.16,protein_coding,85741988,-,chr9
363,AGTR1,ENSG00000144891,ENSG00000144891.19,protein_coding,148697937,+,chr3
364,AGTR2,ENSG00000180772,ENSG00000180772.8,protein_coding,116170752,+,chrX
365,AGTRAP,ENSG00000177674,ENSG00000177674.16,protein_coding,11736184,+,chr1
366,AGXT,ENSG00000172482,ENSG00000172482.5,protein_coding,240868840,+,chr2
367,AGXT2,ENSG00000113492,ENSG00000113492.14,protein_coding,35047954,-,chr5
368,AHCTF1,ENSG00000153207,ENSG00000153207.16,protein_coding,246931933,-,chr1
369,AHCY,ENSG00000101444,ENSG00000101444.13,protein_coding,34303362,-,chr20
370,AHCYL1,ENSG00000168710,ENSG00000168710.18,protein_coding,109984849,+,chr1
371,AHCYL2,ENSG00000158467,ENSG00000158467.16,protein_coding,129225072,+,chr7
372,AHDC1,ENSG00000126705,ENSG00000126705.15,protein_coding,27604170,-,chr1
373,AHI1,ENSG00000135541,ENSG00000135541.22,protein_coding,135497783,-,chr6
374,AHNAK,ENSG00000124942,ENSG00000124942.14,protein_coding,62546813,-,chr11
375,AHNAK2,ENSG00000185567,ENSG00000185567.7,protein_coding,104970513,-,chr14
376,AHR,ENSG00000106546,ENSG00000106546.14,protein_coding,17298658,+,chr7
377,AHRR,ENSG00000063438,ENSG00000063438.20,protein_coding,321762,+,chr5
378,AHSA1,ENSG00000100591,ENSG00000100591.8,protein_coding,77458108,+,chr14
379,AHSG,ENSG00000145192,ENSG00000145192.13,protein_coding,186613074,+,chr3
380,AHSP,ENSG00000169877,ENSG00000169877.10,protein_coding,31527924,+,chr16
381,AICDA,ENSG00000111732,ENSG00000111732.11,protein_coding,8612872,-,chr12
382,AIDA,ENSG00000186063,ENSG00000186063.13,protein_coding,222712509,-,chr1
383,AIF1,ENSG00000204472,ENSG00000204472.13,protein_coding,31615319,+,chr6
384,AIF1L,ENSG00000126878,ENSG00000126878.13,protein_coding,131096540,+,chr9
385,AIFM1,ENSG00000156709,ENSG00000156709.15,protein_coding,130165779,-,chrX
386,AIFM2,ENSG00000042286,ENSG00000042286.15,protein_coding,70132860,-,chr10
387,AIFM3,ENSG00000183773,ENSG00000183773.16,protein_coding,20967268,+,chr22
388,AIG1,ENSG00000146416,ENSG00000146416.19,protein_coding,143060927,+,chr6
389,AIM2,ENSG00000163568,ENSG00000163568.15,protein_coding,159076805,-,chr1
390,AIMP1,ENSG00000164022,ENSG00000164022.18,protein_coding,106316560,+,chr4
391,AIMP2,ENSG00000106305,ENSG00000106305.10,protein_coding,6009336,+,chr7
392,AIP,ENSG00000110711,ENSG00000110711.11,protein_coding,67483056,+,chr11
393,AIPL1,ENSG00000129221,ENSG00000129221.16,protein_coding,6435143,-,chr17
394,AIRE,ENSG00000160224,ENSG00000160224.17,protein_coding,44285884,+,chr21
395,AJAP1,ENSG00000196581,ENSG00000196581.11,protein_coding,4654615,+,chr1
396,AJUBA,ENSG00000129474,ENSG00000129474.16,protein_coding,22982533,-,chr14
397,AK1,ENSG00000106992,ENSG00000106992.19,protein_coding,127877682,-,chr9
398,AK2,ENSG00000004455,ENSG00000004455.17,protein_coding,33036899,-,chr1
399,AK3,ENSG00000147853,ENSG00000147853.17,protein_coding,4741211,-,chr9
400,AK4,ENSG00000162433,ENSG00000162433.15,protein_coding,65148209,+,chr1
401,AK5,ENSG00000154027,ENSG00000154027.19,protein_coding,77282081,+,chr1
402,AK7,ENSG00000140057,ENSG00000140057.9,protein_coding,96392155,+,chr14
403,AK8,ENSG00000165695,ENSG00000165695.10,protein_coding,132878301,-,chr9
404,AKAP1,ENSG00000121057,ENSG00000121057.13,protein_coding,57085263,+,chr17
405,AKAP10,ENSG00000108599,ENSG00000108599.15,protein_coding,19977843,-,chr17
406,AKAP11,ENSG00000023516,ENSG00000023516.9,protein_coding,42272198,+,chr13
407,AKAP12,ENSG00000131016,ENSG00000131016.17,protein_coding,151240416,+,chr6
408,AKAP13,ENSG00000170776,ENSG00000170776.22,protein_coding,85380613,+,chr15
409,AKAP14,ENSG00000186471,ENSG00000186471.13,protein_coding,119896216,+,chrX
410,AKAP17A,ENSG00000197976,ENSG00000197976.12,protein_coding,1591644,+,chrX
411,AKAP3,ENSG00000111254,ENSG00000111254.8,protein_coding,4649066,-,chr12
412,AKAP4,ENSG00000147081,ENSG00000147081.15,protein_coding,50200379,-,chrX
413,AKAP5,ENSG00000179841,ENSG00000179841.8,protein_coding,64465508,+,chr14
414,AKAP6,ENSG00000151320,ENSG00000151320.11,protein_coding,32329333,+,chr14
415,AKAP7,ENSG00000118507,ENSG00000118507.18,protein_coding,131135504,+,chr6
416,AKAP8,ENSG00000105127,ENSG00000105127.10,protein_coding,15379795,-,chr19
417,AKAP8L,ENSG00000011243,ENSG00000011243.19,protein_coding,15419034,-,chr19
418,AKAP9,ENSG00000127914,ENSG00000127914.19,protein_coding,91940883,+,chr7
419,AKIP1,ENSG00000166452,ENSG00000166452.12,protein_coding,8911215,+,chr11
420,AKIRIN1,ENSG00000174574,ENSG00000174574.16,protein_coding,38991314,+,chr1
421,AKIRIN2,ENSG00000135334,ENSG00000135334.9,protein_coding,87702294,-,chr6
422,AKNA,ENSG00000106948,ENSG00000106948.17,protein_coding,114387991,-,chr9
423,AKNAD1,ENSG00000162641,ENSG00000162641.20,protein_coding,108963507,-,chr1
424,AKR1A1,ENSG00000117448,ENSG00000117448.14,protein_coding,45550872,+,chr1
425,AKR1B1,ENSG00000085662,ENSG00000085662.14,protein_coding,134459172,-,chr7
426,AKR1B10,ENSG00000198074,ENSG00000198074.10,protein_coding,134527577,+,chr7
427,AKR1B15,ENSG00000227471,ENSG00000227471.9,protein_coding,134549119,+,chr7
428,AKR1C1,ENSG00000187134,ENSG00000187134.14,protein_coding,4963429,+,chr10
429,AKR1C2,ENSG00000151632,ENSG00000151632.17,protein_coding,5003866,-,chr10
430,AKR1C3,ENSG00000196139,ENSG00000196139.14,protein_coding,5094436,+,chr10
431,AKR1C4,ENSG00000198610,ENSG00000198610.11,protein_coding,5196844,+,chr10
432,AKR1D1,ENSG00000122787,ENSG00000122787.15,protein_coding,138076473,+,chr7
433,AKR1E2,ENSG00000165568,ENSG00000165568.18,protein_coding,4826232,+,chr10
434,AKR7A2,ENSG00000053371,ENSG00000053371.13,protein_coding,19312149,-,chr1
435,AKR7A3,ENSG00000162482,ENSG00000162482.5,protein_coding,19288823,-,chr1
436,AKT1,ENSG00000142208,ENSG00000142208.18,protein_coding,104795770,-,chr14
437,AKT1S1,ENSG00000204673,ENSG00000204673.11,protein_coding,49876663,-,chr19
438,AKT2,ENSG00000105221,ENSG00000105221.18,protein_coding,40285362,-,chr19
439,AKT3,ENSG00000117020,ENSG00000117020.19,protein_coding,243850322,-,chr1
440,AKTIP,ENSG00000166971,ENSG00000166971.17,protein_coding,53503244,-,chr16
441,ALAD,ENSG00000148218,ENSG00000148218.16,protein_coding,113401316,-,chr9
442,ALAS1,ENSG00000023330,ENSG00000023330.15,protein_coding,52198170,+,chr3
443,ALAS2,ENSG00000158578,ENSG00000158578.21,protein_coding,55030983,-,chrX
444,ALB,ENSG00000163631,ENSG00000163631.17,protein_coding,73404296,+,chr4
445,ALCAM,ENSG00000170017,ENSG00000170017.12,protein_coding,105366916,+,chr3
446,ALDH16A1,ENSG00000161618,ENSG00000161618.10,protein_coding,49453307,+,chr19
447,ALDH18A1,ENSG00000059573,ENSG00000059573.9,protein_coding,95656755,-,chr10
448,ALDH1A1,ENSG00000165092,ENSG00000165092.13,protein_coding,72953063,-,chr9
449,ALDH1A2,ENSG00000128918,ENSG00000128918.15,protein_coding,58065719,-,chr15
450,ALDH1A3,ENSG00000184254,ENSG00000184254.17,protein_coding,100879839,+,chr15
451,ALDH1B1,ENSG00000137124,ENSG00000137124.8,protein_coding,38392782,+,chr9
452,ALDH1L1,ENSG00000144908,ENSG00000144908.14,protein_coding,126180593,-,chr3
453,ALDH1L2,ENSG00000136010,ENSG00000136010.14,protein_coding,105084466,-,chr12
454,ALDH2,ENSG00000111275,ENSG00000111275.13,protein_coding,111766977,+,chr12
455,ALDH3A1,ENSG00000108602,ENSG00000108602.18,protein_coding,19748307,-,chr17
456,ALDH3A2,ENSG00000072210,ENSG00000072210.19,protein_coding,19648786,+,chr17
457,ALDH3B2,ENSG00000132746,ENSG00000132746.15,protein_coding,67674631,-,chr11
458,ALDH4A1,ENSG00000159423,ENSG00000159423.17,protein_coding,18902562,-,chr1
459,ALDH5A1,ENSG00000112294,ENSG00000112294.14,protein_coding,24494981,+,chr6
460,ALDH6A1,ENSG00000119711,ENSG00000119711.13,protein_coding,74084468,-,chr14
461,ALDH7A1,ENSG00000164904,ENSG00000164904.18,protein_coding,126595227,-,chr5
462,ALDH8A1,ENSG00000118514,ENSG00000118514.14,protein_coding,134950119,-,chr6
463,ALDH9A1,ENSG00000143149,ENSG00000143149.12,protein_coding,165698571,-,chr1
464,ALDOA,ENSG00000149925,ENSG00000149925.22,protein_coding,30065770,+,chr16
465,ALDOB,ENSG00000136872,ENSG00000136872.20,protein_coding,101435780,-,chr9
466,ALDOC,ENSG00000109107,ENSG00000109107.14,protein_coding,28576915,-,chr17
467,ALG1,ENSG00000033011,ENSG00000033011.14,protein_coding,5071854,+,chr16
468,ALG10,ENSG00000139133,ENSG00000139133.7,protein_coding,34022503,+,chr12
469,ALG10B,ENSG00000175548,ENSG00000175548.9,protein_coding,38316796,+,chr12
470,ALG11,ENSG00000253710,ENSG00000253710.5,protein_coding,52012423,+,chr13
471,ALG12,ENSG00000182858,ENSG00000182858.14,protein_coding,49918473,-,chr22
472,ALG13,ENSG00000101901,ENSG00000101901.12,protein_coding,111681239,+,chrX
473,ALG14,ENSG00000172339,ENSG00000172339.10,protein_coding,95072931,-,chr1
474,ALG2,ENSG00000119523,ENSG00000119523.10,protein_coding,99221955,-,chr9
475,ALG3,ENSG00000214160,ENSG00000214160.10,protein_coding,184248976,-,chr3
476,ALG5,ENSG00000120697,ENSG00000120697.10,protein_coding,36999365,-,chr13
477,ALG6,ENSG00000088035,ENSG00000088035.18,protein_coding,63367667,+,chr1
478,ALG8,ENSG00000159063,ENSG00000159063.14,protein_coding,78139640,-,chr11
479,ALG9,ENSG00000086848,ENSG00000086848.15,protein_coding,111871566,-,chr11
480,ALK,ENSG00000171094,ENSG00000171094.18,protein_coding,29921591,-,chr2
481,ALKBH1,ENSG00000100601,ENSG00000100601.10,protein_coding,77708038,-,chr14
482,ALKBH2,ENSG00000189046,ENSG00000189046.11,protein_coding,109093495,-,chr12
483,ALKBH3,ENSG00000166199,ENSG00000166199.13,protein_coding,43880866,+,chr11
484,ALKBH4,ENSG00000160993,ENSG00000160993.4,protein_coding,102464872,-,chr7
485,ALKBH5,ENSG00000091542,ENSG00000091542.9,protein_coding,18183849,+,chr17
486,ALKBH6,ENSG00000239382,ENSG00000239382.10,protein_coding,36014230,-,chr19
487,ALKBH7,ENSG00000125652,ENSG00000125652.8,protein_coding,6372815,+,chr19
488,ALKBH8,ENSG00000137760,ENSG00000137760.15,protein_coding,107565746,-,chr11
489,ALLC,ENSG00000151360,ENSG00000151360.10,protein_coding,3658216,+,chr2
490,ALMS1,ENSG00000116127,ENSG00000116127.20,protein_coding,73385865,+,chr2
491,ALOX12,ENSG00000108839,ENSG00000108839.12,protein_coding,6996052,+,chr17
492,ALOX12B,ENSG00000179477,ENSG00000179477.11,protein_coding,8087722,-,chr17
493,ALOX15,ENSG00000161905,ENSG00000161905.13,protein_coding,4641684,-,chr17
494,ALOX15B,ENSG00000179593,ENSG00000179593.16,protein_coding,8039067,+,chr17
495,ALOX5,ENSG00000012779,ENSG00000012779.11,protein_coding,45374232,+,chr10
496,ALOX5AP,ENSG00000132965,ENSG00000132965.10,protein_coding,30735589,+,chr13
497,ALOXE3,ENSG00000179148,ENSG00000179148.10,protein_coding,8118213,-,chr17
498,ALPI,ENSG00000163295,ENSG00000163295.5,protein_coding,232456176,+,chr2
499,ALPK1,ENSG00000073331,ENSG00000073331.18,protein_coding,112297411,+,chr4
500,ALPK2,ENSG00000198796,ENSG00000198796.7,protein_coding,58579574,-,chr18
501,ALPK3,ENSG00000136383,ENSG00000136383.7,protein_coding,84817179,+,chr15
502,ALPL,ENSG00000162551,ENSG00000162551.14,protein_coding,21509433,+,chr1
503,ALPP,ENSG00000163283,ENSG00000163283.7,protein_coding,232378758,+,chr2
504,ALS2,ENSG00000003393,ENSG00000003393.16,protein_coding,201780970,-,chr2
505,ALS2CL,ENSG00000178038,ENSG00000178038.17,protein_coding,46693718,-,chr3
506,ALX1,ENSG00000180318,ENSG00000180318.4,protein_coding,85280237,+,chr12
507,ALX3,ENSG00000156150,ENSG00000156150.9,protein_coding,110070650,-,chr1
508,ALX4,ENSG00000052850,ENSG00000052850.8,protein_coding,44310100,-,chr11
509,ALYREF,ENSG00000183684,ENSG00000183684.8,protein_coding,81891617,-,chr17
510,AMACR,ENSG00000242110,ENSG00000242110.8,protein_coding,34008066,-,chr5
511,AMBN,ENSG00000178522,ENSG00000178522.14,protein_coding,70592257,+,chr4
512,AMBP,ENSG00000106927,ENSG00000106927.12,protein_coding,114078308,-,chr9
513,AMBRA1,ENSG00000110497,ENSG00000110497.15,protein_coding,46594058,-,chr11
514,AMD1,ENSG00000123505,ENSG00000123505.19,protein_coding,110874791,+,chr6
515,AMDHD1,ENSG00000139344,ENSG00000139344.8,protein_coding,95943348,+,chr12
516,AMDHD2,ENSG00000162066,ENSG00000162066.16,protein_coding,2520422,+,chr16
517,AMELX,ENSG00000125363,ENSG00000125363.14,protein_coding,11293416,+,chrX
518,AMFR,ENSG00000159461,ENSG00000159461.15,protein_coding,56425559,-,chr16
519,AMH,ENSG00000104899,ENSG00000104899.8,protein_coding,2248625,+,chr19
520,AMHR2,ENSG00000135409,ENSG00000135409.11,protein_coding,53425135,+,chr12
521,AMIGO1,ENSG00000181754,ENSG00000181754.7,protein_coding,109509758,-,chr1
522,AMIGO2,ENSG00000139211,ENSG00000139211.7,protein_coding,47079974,-,chr12
523,AMIGO3,ENSG00000176020,ENSG00000176020.9,protein_coding,49723988,-,chr3
524,AMMECR1,ENSG00000101935,ENSG00000101935.11,protein_coding,110318154,-,chrX
525,AMMECR1L,ENSG00000144233,ENSG00000144233.11,protein_coding,127885992,-,chr2
526,AMN,ENSG00000166126,ENSG00000166126.11,protein_coding,102922688,+,chr14
527,AMN1,ENSG00000151743,ENSG00000151743.11,protein_coding,31729031,-,chr12
528,AMOT,ENSG00000126016,ENSG00000126016.17,protein_coding,112840843,-,chrX
529,AMOTL1,ENSG00000166025,ENSG00000166025.18,protein_coding,94768411,+,chr11
530,AMOTL2,ENSG00000114019,ENSG00000114019.15,protein_coding,134374457,-,chr3
531,AMPD1,ENSG00000116748,ENSG00000116748.22,protein_coding,114695553,-,chr1
532,AMPD2,ENSG00000116337,ENSG00000116337.20,protein_coding,109619895,+,chr1
533,AMPD3,ENSG00000133805,ENSG00000133805.15,protein_coding,10455284,+,chr11
534,AMPH,ENSG00000078053,ENSG00000078053.17,protein_coding,38631439,-,chr7
535,AMT,ENSG00000145020,ENSG00000145020.16,protein_coding,49422479,-,chr3
536,AMTN,ENSG00000187689,ENSG00000187689.10,protein_coding,70518578,+,chr4
537,AMY2A,ENSG00000243480,ENSG00000243480.8,protein_coding,103616922,+,chr1
538,AMY2B,ENSG00000240038,ENSG00000240038.7,protein_coding,103561811,+,chr1
539,AMZ1,ENSG00000174945,ENSG00000174945.14,protein_coding,2688247,+,chr7
540,AMZ2,ENSG00000196704,ENSG00000196704.14,protein_coding,68248127,+,chr17
541,ANAPC1,ENSG00000153107,ENSG00000153107.13,protein_coding,111884204,-,chr2
542,ANAPC10,ENSG00000164162,ENSG00000164162.14,protein_coding,145098225,-,chr4
543,ANAPC11,ENSG00000141552,ENSG00000141552.18,protein_coding,81891768,+,chr17
544,ANAPC13,ENSG00000129055,ENSG00000129055.13,protein_coding,134485997,-,chr3
545,ANAPC16,ENSG00000166295,ENSG00000166295.9,protein_coding,72216072,+,chr10
546,ANAPC2,ENSG00000176248,ENSG00000176248.9,protein_coding,137188594,-,chr9
547,ANAPC4,ENSG00000053900,ENSG00000053900.11,protein_coding,25377284,+,chr4
548,ANAPC5,ENSG00000089053,ENSG00000089053.13,protein_coding,121352427,-,chr12
549,ANAPC7,ENSG00000196510,ENSG00000196510.14,protein_coding,110403735,-,chr12
550,ANG,ENSG00000214274,ENSG00000214274.10,protein_coding,20684624,+,chr14
551,ANGEL1,ENSG00000013523,ENSG00000013523.11,protein_coding,76812902,-,chr14
552,ANGEL2,ENSG00000174606,ENSG00000174606.14,protein_coding,213015514,-,chr1
553,ANGPT1,ENSG00000154188,ENSG00000154188.10,protein_coding,107497924,-,chr8
554,ANGPT2,ENSG00000091879,ENSG00000091879.14,protein_coding,6563254,-,chr8
555,ANGPT4,ENSG00000101280,ENSG00000101280.8,protein_coding,916335,-,chr20
556,ANGPTL1,ENSG00000116194,ENSG00000116194.13,protein_coding,178871095,-,chr1
557,ANGPTL2,ENSG00000136859,ENSG00000136859.10,protein_coding,127122643,-,chr9
558,ANGPTL3,ENSG00000132855,ENSG00000132855.5,protein_coding,62597527,+,chr1
559,ANGPTL4,ENSG00000167772,ENSG00000167772.12,protein_coding,8364164,+,chr19
560,ANGPTL5,ENSG00000187151,ENSG00000187151.7,protein_coding,101907972,-,chr11
561,ANGPTL6,ENSG00000130812,ENSG00000130812.11,protein_coding,10102956,-,chr19
562,ANGPTL7,ENSG00000171819,ENSG00000171819.5,protein_coding,11189362,+,chr1
563,ANK1,ENSG00000029534,ENSG00000029534.21,protein_coding,41797641,-,chr8
564,ANK2,ENSG00000145362,ENSG00000145362.21,protein_coding,112818164,+,chr4
565,ANK3,ENSG00000151150,ENSG00000151150.22,protein_coding,60389832,-,chr10
566,ANKAR,ENSG00000151687,ENSG00000151687.15,protein_coding,189674705,+,chr2
567,ANKDD1A,ENSG00000166839,ENSG00000166839.17,protein_coding,64911920,+,chr15
568,ANKDD1B,ENSG00000189045,ENSG00000189045.15,protein_coding,75611486,+,chr5
569,ANKFN1,ENSG00000153930,ENSG00000153930.13,protein_coding,56153487,+,chr17
570,ANKFY1,ENSG00000185722,ENSG00000185722.18,protein_coding,4263986,-,chr17
571,ANKH,ENSG00000154122,ENSG00000154122.14,protein_coding,14871807,-,chr5
572,ANKHD1-EIF4EBP3,ENSG00000254996,ENSG00000254996.5,protein_coding,140401850,+,chr5
573,ANKIB1,ENSG00000001629,ENSG00000001629.10,protein_coding,92246030,+,chr7
574,ANKK1,ENSG00000170209,ENSG00000170209.5,protein_coding,113387784,+,chr11
575,ANKLE1,ENSG00000160117,ENSG00000160117.16,protein_coding,17281926,+,chr19
576,ANKLE2,ENSG00000176915,ENSG00000176915.15,protein_coding,132761839,-,chr12
577,ANKMY1,ENSG00000144504,ENSG00000144504.15,protein_coding,240561095,-,chr2
578,ANKMY2,ENSG00000106524,ENSG00000106524.9,protein_coding,16645794,-,chr7
579,ANKRA2,ENSG00000164331,ENSG00000164331.10,protein_coding,73565653,-,chr5
580,ANKRD1,ENSG00000148677,ENSG00000148677.7,protein_coding,90921096,-,chr10
581,ANKRD10,ENSG00000088448,ENSG00000088448.14,protein_coding,110915085,-,chr13
582,ANKRD11,ENSG00000167522,ENSG00000167522.16,protein_coding,89490612,-,chr16
583,ANKRD12,ENSG00000101745,ENSG00000101745.17,protein_coding,9136854,+,chr18
584,ANKRD13A,ENSG00000076513,ENSG00000076513.17,protein_coding,109999443,+,chr12
