chromosome_name,start,end,locus_id,color,strand,start2,end2,RGB,p,gene_name,Gene stable ID,gene_id
chr14,74077640,74077644,"p1@ACOT6,0.1057",-4.0,+,74077640,74077644,"211,211,211",p1,ACOT6,ENSG00000205669,ENSG00000205669.2
chr1,6420906,6420907,"p29@ACOT7,0.2744",-139.0,-,6420906,6420907,"60,179,113",p29,ACOT7,ENSG00000097021,ENSG00000097021.15
chr20,44485992,44486056,"p1@ACOT8,0.2203",0.0,-,44485992,44486056,"30,144,255",p1,ACOT8,ENSG00000101473,ENSG00000101473.12
chrX,23761481,23761483,"p5@ACOT9,0.2669",-74.0,-,23761481,23761483,"60,179,113",p5,ACOT9,ENSG00000123130,ENSG00000123130.12
chr17,73975441,73975442,"p12@ACOX1,0.4533",1.0,-,73975441,73975442,"60,179,113",p12,ACOX1,ENSG00000161533,ENSG00000161533.7
chr3,58520968,58520981,"p18@ACOX2,0.1551",-262.0,-,58520968,58520981,"30,144,255",p18,ACOX2,ENSG00000168306,ENSG00000168306.8
chr4,8396688,8396697,"p8@ACOX3,0.4987",-70.0,-,8396688,8396697,"60,179,113",p8,ACOX3,ENSG00000087008,ENSG00000087008.11
chr2,111490257,111490258,"p9@ACOXL,0.4489",46.0,+,111490257,111490258,"60,179,113",p9,ACOXL,ENSG00000153093,ENSG00000153093.14
chr2,271822,271823,"p10@ACP1,0.2690",-58.0,+,271822,271823,"60,179,113",p10,ACP1,ENSG00000143727,ENSG00000143727.11
chr11,47266533,47266534,"p10@ACP2,0.2264",-22.0,-,47266533,47266534,"30,144,255",p10,ACP2,ENSG00000134575,ENSG00000134575.5
chr19,11688994,11688997,"p20@ACP5,0.1543",-441.0,-,11688994,11688997,"30,144,255",p20,ACP5,ENSG00000102575,ENSG00000102575.6
chr1,147142036,147142052,"p7@ACP6,0.3740",96.0,-,147142036,147142052,"60,179,113",p7,ACP6,ENSG00000162836,ENSG00000162836.7
chr1,147142036,147142052,"p7@ACP6,0.3740",96.0,-,147142036,147142052,"60,179,113",p7,ACP6,ENSG00000265277,ENSG00000265277.2
chr3,140993008,140993013,"p19@ACPL2,0.1192",-421.0,+,140993008,140993013,"211,211,211",p19,ACPL2,ENSG00000155893,ENSG00000155893.7
chr3,132036025,132036028,"p9@ACPP,0.1372",-182.0,+,132036025,132036028,"211,211,211",p9,ACPP,ENSG00000014257,ENSG00000014257.11
chr22,51176673,51176681,"p2@ACR,0.2512",49.0,+,51176673,51176681,"60,179,113",p2,ACR,ENSG00000100312,ENSG00000100312.6
chr12,6753301,6753302,"p13@ACRBP,0.1140",-467.0,-,6753301,6753302,"211,211,211",p13,ACRBP,ENSG00000111644,ENSG00000111644.3
chrX,70798255,70798256,"p4@ACRC,0.4371",-4.0,+,70798255,70798256,"60,179,113",p4,ACRC,ENSG00000147174,ENSG00000147174.7
chr11,125550764,125550773,"p2@ACRV1,0.2618",0.0,-,125550764,125550773,"60,179,113",p2,ACRV1,ENSG00000134940,ENSG00000134940.9
chr15,78475216,78475217,"p11@ACSBG1,0.1346",10.0,-,78475216,78475217,"211,211,211",p11,ACSBG1,ENSG00000103740,ENSG00000103740.5
chr19,6135811,6135842,"p3@ACSBG2,0.1814",101.0,+,6135811,6135842,"30,144,255",p3,ACSBG2,ENSG00000130377,ENSG00000130377.9
chr17,48545174,48545177,"p11@ACSF2,0.1780",-23.0,+,48545174,48545177,"30,144,255",p11,ACSF2,ENSG00000167107,ENSG00000167107.8
chr16,89168592,89168593,"p19@ACSF3,0.2328",-166.0,+,89168592,89168593,"60,179,113",p19,ACSF3,ENSG00000176715,ENSG00000176715.11
chr4,185698175,185698176,"p41@ACSL1,0.3483",-36.0,-,185698175,185698176,"60,179,113",p41,ACSL1,ENSG00000151726,ENSG00000151726.9
chr2,223764897,223764898,"p33@ACSL3,0.0883",-498.0,+,223764897,223764898,"211,211,211",p33,ACSL3,ENSG00000123983,ENSG00000123983.9
chrX,108976957,108976959,"p15@ACSL4,0.2457",-325.0,-,108976957,108976959,"60,179,113",p15,ACSL4,ENSG00000068366,ENSG00000068366.15
chr10,114135493,114135494,"p39@ACSL5,0.1574",-461.0,+,114135493,114135494,"30,144,255",p39,ACSL5,ENSG00000197142,ENSG00000197142.6
chr5,131330258,131330259,"p24@ACSL6,0.3258",12.0,-,131330258,131330259,"60,179,113",p24,ACSL6,ENSG00000164398,ENSG00000164398.8
chr16,20702944,20702949,"p7@ACSM1,0.0763",-366.0,-,20702944,20702949,"211,211,211",p7,ACSM1,ENSG00000166743,ENSG00000166743.5
chr16,20462841,20462865,"p1@ACSM2A,0.2216",0.0,+,20462841,20462865,"30,144,255",p1,ACSM2A,ENSG00000183747,ENSG00000183747.7
chr16,20548483,20548484,"p8@ACSM2B,0.5793",19.0,-,20548483,20548484,"60,179,113",p8,ACSM2B,ENSG00000066813,ENSG00000066813.10
chr16,20775295,20775302,"p4@ACSM3,0.2648",-9.0,+,20775295,20775302,"60,179,113",p4,ACSM3,ENSG00000005187,ENSG00000005187.7
chr16,20420912,20420924,"p3@ACSM5,0.4028",56.0,+,20420912,20420924,"60,179,113",p3,ACSM5,ENSG00000183549,ENSG00000183549.6
chr20,25039345,25039347,"p12@ACSS1,0.2484",268.0,-,25039345,25039347,"60,179,113",p12,ACSS1,ENSG00000154930,ENSG00000154930.10
chr20,33464178,33464179,"p17@ACSS2,0.3929",-58.0,+,33464178,33464179,"60,179,113",p17,ACSS2,ENSG00000131069,ENSG00000131069.15
chr12,81331299,81331303,"p16@ACSS3,0.3410",-290.0,+,81331299,81331303,"60,179,113",p16,ACSS3,ENSG00000111058,ENSG00000111058.3
chr1,229570067,229570068,"p8@ACTA1,0.1916",-222.0,-,229570067,229570068,"30,144,255",p8,ACTA1,ENSG00000143632,ENSG00000143632.10
chr10,90751234,90751252,"p17@ACTA2,0.2551",-87.0,-,90751234,90751252,"60,179,113",p17,ACTA2,ENSG00000107796,ENSG00000107796.8
chr7,5570091,5570093,"p55@ACTB,0.3401",-478.0,-,5570091,5570093,"60,179,113",p55,ACTB,ENSG00000075624,ENSG00000075624.9
chr5,56778292,56778293,"p3@ACTBL2,0.1366",260.0,-,56778292,56778293,"211,211,211",p3,ACTBL2,ENSG00000169067,ENSG00000169067.2
chr1,224052231,224052259,"p3@ACTBP11,0.1406",293.0,-,224052231,224052259,"30,144,255",p3,ACTBP11,ENSG00000188460,ENSG00000188460.4
chr15,44282313,44282314,"p4@ACTBP7,0.1946",67.0,-,44282313,44282314,"30,144,255",p4,ACTBP7,ENSG00000185607,ENSG00000185607.5
chr6,88986306,88986307,"p4@ACTBP8,0.1663",400.0,-,88986306,88986307,"30,144,255",p4,ACTBP8,ENSG00000220267,ENSG00000220267.1
chr15,35088335,35088340,"p24@ACTC1,0.1804",0.0,-,35088335,35088340,"30,144,255",p24,ACTC1,ENSG00000159251,ENSG00000159251.6
chr17,79478802,79478807,"p27@ACTG1,0.5834",66.0,-,79478802,79478807,"60,179,113",p27,ACTG1,ENSG00000267807,ENSG00000267807.2
chr17,79478802,79478807,"p27@ACTG1,0.5834",66.0,-,79478802,79478807,"60,179,113",p27,ACTG1,ENSG00000184009,ENSG00000184009.5
chrY,20310237,20310243,"p2@ACTG1P11,0.1320",467.0,+,20310237,20310243,"211,211,211",p2,ACTG1P11,ENSG00000229465,ENSG00000229465.1
chr20,1141275,1141278,"p2@ACTG1P3,0.1261",47.0,+,1141275,1141278,"211,211,211",p2,ACTG1P3,ENSG00000215388,ENSG00000215388.3
chr2,74119497,74119505,"p12@ACTG2,0.4636",56.0,+,74119497,74119505,"60,179,113",p12,ACTG2,ENSG00000163017,ENSG00000163017.9
chr20,32254270,32254277,"p6@ACTL10,0.4293",-26.0,+,32254270,32254277,"60,179,113",p6,ACTL10,ENSG00000182584,ENSG00000182584.4
chr3,179298752,179298757,"p6@ACTL6A,0.0861",-194.0,+,179298752,179298757,"211,211,211",p6,ACTL6A,ENSG00000136518,ENSG00000136518.12
chr7,100245110,100245113,"p2@ACTL6B,0.1768",247.0,-,100245110,100245113,"30,144,255",p2,ACTL6B,ENSG00000077080,ENSG00000077080.5
chr9,111624632,111624634,"p8@ACTL7A,0.3674",70.0,+,111624632,111624634,"60,179,113",p8,ACTL7A,ENSG00000187003,ENSG00000187003.5
chr9,111617778,111617779,"p2@ACTL7B,0.2162",430.0,-,111617778,111617779,"30,144,255",p2,ACTL7B,ENSG00000148156,ENSG00000148156.6
chr1,18081804,18081883,"p1@ACTL8,0.1391",0.0,+,18081804,18081883,"211,211,211",p1,ACTL8,ENSG00000117148,ENSG00000117148.6
chr19,8808585,8808601,"p5@ACTL9,0.2329",453.0,-,8808585,8808601,"60,179,113",p5,ACTL9,ENSG00000263000,ENSG00000263000.2
chr19,8808585,8808601,"p5@ACTL9,0.2329",453.0,-,8808585,8808601,"60,179,113",p5,ACTL9,ENSG00000181786,ENSG00000181786.3
chr14,69388068,69388069,"p59@ACTN1,0.1822",6.0,-,69388068,69388069,"30,144,255",p59,ACTN1,ENSG00000072110,ENSG00000072110.9
chr1,236910717,236910718,"p33@ACTN2,0.1406",-281.0,+,236910717,236910718,"30,144,255",p33,ACTN2,ENSG00000077522,ENSG00000077522.8
chr11,66313838,66313863,"p6@ACTN3,0.3533",-2.0,+,66313838,66313863,"60,179,113",p6,ACTN3,ENSG00000248746,ENSG00000248746.1
chr19,39218469,39218470,"p15@ACTN4,0.2327",-25.0,+,39218469,39218470,"60,179,113",p15,ACTN4,ENSG00000130402,ENSG00000130402.7
chr14,58690331,58690357,"p4@ACTR10,0.0972",0.0,+,58690331,58690357,"211,211,211",p4,ACTR10,ENSG00000131966,ENSG00000131966.9
chr10,104248098,104248099,"p7@ACTR1A,0.1319",-108.0,-,104248098,104248099,"211,211,211",p7,ACTR1A,ENSG00000138107,ENSG00000138107.7
chr2,98280885,98280903,"p7@ACTR1B,0.3500",-315.0,-,98280885,98280903,"60,179,113",p7,ACTR1B,ENSG00000115073,ENSG00000115073.6
chr2,65455282,65455290,"p14@ACTR2,0.5681",-19.0,+,65455282,65455290,"60,179,113",p14,ACTR2,ENSG00000138071,ENSG00000138071.9
chr2,114647362,114647363,"p27@ACTR3,0.4078",-173.0,+,114647362,114647363,"60,179,113",p27,ACTR3,ENSG00000115091,ENSG00000115091.7
chr7,152456920,152456929,"p4@ACTR3B,0.4997",6.0,+,152456920,152456929,"60,179,113",p4,ACTR3B,ENSG00000133627,ENSG00000133627.13
chr7,150000137,150000152,"p12@ACTR3C,0.1001",-68.0,-,150000137,150000152,"211,211,211",p12,ACTR3C,ENSG00000106526,ENSG00000106526.6
chrX,67991238,67991254,"p3@ACTR3P2,0.0818",73.0,+,67991238,67991254,"211,211,211",p3,ACTR3P2,ENSG00000232267,ENSG00000232267.1
chr20,37377354,37377358,"p4@ACTR5,0.3479",22.0,+,37377354,37377358,"60,179,113",p4,ACTR5,ENSG00000101442,ENSG00000101442.8
chr12,100594754,100594758,"p2@ACTR6,0.2976",125.0,+,100594754,100594758,"60,179,113",p2,ACTR6,ENSG00000075089,ENSG00000075089.5
chr3,53911327,53911330,"p4@ACTR8,0.1016",-7.0,-,53911327,53911330,"211,211,211",p4,ACTR8,ENSG00000113812,ENSG00000113812.9
chrX,127186380,127186382,"p1@ACTRT1,0.1058",0.0,-,127186380,127186382,"211,211,211",p1,ACTRT1,ENSG00000123165,ENSG00000123165.7
chr1,2938213,2938247,"p3@ACTRT2,0.2587",-3.0,+,2938213,2938247,"60,179,113",p3,ACTRT2,ENSG00000169717,ENSG00000169717.5
chr2,158694814,158694820,"p15@ACVR1,0.4498",18.0,-,158694814,158694820,"60,179,113",p15,ACVR1,ENSG00000115170,ENSG00000115170.9
chr12,52389615,52389617,"p6@ACVR1B,0.1276",-113.0,+,52389615,52389617,"211,211,211",p6,ACVR1B,ENSG00000135503,ENSG00000135503.8
chr2,158485201,158485202,"p15@ACVR1C,0.5500",36.0,-,158485201,158485202,"60,179,113",p15,ACVR1C,ENSG00000123612,ENSG00000123612.11
chr2,148602479,148602511,"p8@ACVR2A,0.3630",-58.0,+,148602479,148602511,"60,179,113",p8,ACVR2A,ENSG00000121989,ENSG00000121989.10
chr3,38495675,38495684,"p5@ACVR2B,0.3277",-105.0,+,38495675,38495684,"60,179,113",p5,ACVR2B,ENSG00000114739,ENSG00000114739.9
chr12,52305965,52305966,"p26@ACVRL1,0.2120",-146.0,+,52305965,52305966,"30,144,255",p26,ACVRL1,ENSG00000139567,ENSG00000139567.8
chr3,52008858,52008905,"p11@ACY1,p4@ABHD14A-ACY1,p8@ABHD14A,0.2633",-136.0,+,52008858,52008905,"60,179,113",p11,ACY1,ENSG00000243989,ENSG00000243989.3
chr11,67414271,67414284,"p14@ACY3,0.1567",231.0,-,67414271,67414284,"30,144,255",p14,ACY3,ENSG00000132744,ENSG00000132744.3
chr14,75530497,75530504,"p11@ACYP1,0.1980",-233.0,-,75530497,75530504,"30,144,255",p11,ACYP1,ENSG00000119640,ENSG00000119640.4
chr2,54342717,54342728,"p5@ACYP2,0.4259",76.0,+,54342717,54342728,"60,179,113",p5,ACYP2,ENSG00000170634,ENSG00000170634.8
chr20,43280577,43280608,"p10@ADA,0.4169",146.0,-,43280577,43280608,"60,179,113",p10,ADA,ENSG00000196839,ENSG00000196839.8
chr4,123301260,123301261,"p11@ADAD1,0.2794",-212.0,+,123301260,123301261,"60,179,113",p11,ADAD1,ENSG00000164113,ENSG00000164113.6
chr16,84224872,84224873,"p11@ADAD2,0.4658",36.0,+,84224872,84224873,"60,179,113",p11,ADAD2,ENSG00000140955,ENSG00000140955.6
chr15,43623016,43623018,"p6@ADAL,0.3910",144.0,+,43623016,43623018,"60,179,113",p6,ADAL,ENSG00000168803,ENSG00000168803.10
chr15,59041635,59041671,"p11@ADAM10,0.2908",-470.0,-,59041635,59041671,"60,179,113",p11,ADAM10,ENSG00000137845,ENSG00000137845.10
chr17,42836060,42836061,"p10@ADAM11,0.2199",-485.0,+,42836060,42836061,"30,144,255",p10,ADAM11,ENSG00000073670,ENSG00000073670.9
chr10,127797383,127797384,"p20@ADAM12,0.0983",-149.0,-,127797383,127797384,"211,211,211",p20,ADAM12,ENSG00000148848,ENSG00000148848.10
chr1,155023450,155023451,"p16@ADAM15,0.3427",28.0,+,155023450,155023451,"60,179,113",p16,ADAM15,ENSG00000143537,ENSG00000143537.9
chr2,9696053,9696062,"p9@ADAM17,0.4524",-132.0,-,9696053,9696062,"60,179,113",p9,ADAM17,ENSG00000151694,ENSG00000151694.8
chr8,39542712,39542713,"p7@ADAM18,0.2182",19.0,+,39542712,39542713,"30,144,255",p7,ADAM18,ENSG00000168619,ENSG00000168619.11
chr5,156906353,156906354,"p20@ADAM19,0.2504",139.0,-,156906353,156906354,"60,179,113",p20,ADAM19,ENSG00000135074,ENSG00000135074.11
chr8,39695764,39695778,"p2@ADAM2,0.3090",0.0,-,39695764,39695778,"60,179,113",p2,ADAM2,ENSG00000104755,ENSG00000104755.10
chr14,71001708,71001746,"p1@ADAM20,0.0810",0.0,-,71001708,71001746,"211,211,211",p1,ADAM20,ENSG00000134007,ENSG00000134007.3
chr14,70918887,70918913,"p1@ADAM21,0.0912",13.0,+,70918887,70918913,"211,211,211",p1,ADAM21,ENSG00000139985,ENSG00000139985.5
chr7,87829354,87829355,"p22@ADAM22,0.0964",245.0,+,87829354,87829355,"211,211,211",p22,ADAM22,ENSG00000008277,ENSG00000008277.10
chr2,207459384,207459385,"p24@ADAM23,0.0941",-173.0,+,207459384,207459385,"211,211,211",p24,ADAM23,ENSG00000114948,ENSG00000114948.8
chr8,24188560,24188565,"p12@ADAM28,0.0819",-97.0,+,24188560,24188565,"211,211,211",p12,ADAM28,ENSG00000042980,ENSG00000042980.8
chr4,175852207,175852208,"p10@ADAM29,0.0653",73.0,+,175852207,175852208,"211,211,211",p10,ADAM29,ENSG00000168594,ENSG00000168594.11
chr1,120439112,120439125,"p2@ADAM30,0.3334",0.0,-,120439112,120439125,"60,179,113",p2,ADAM30,ENSG00000134249,ENSG00000134249.6
chr8,38964508,38964510,"p6@ADAM32,0.2598",0.0,+,38964508,38964510,"60,179,113",p6,ADAM32,ENSG00000197140,ENSG00000197140.10
chr20,3651433,3651434,"p12@ADAM33,0.1733",-161.0,-,3651433,3651434,"30,144,255",p12,ADAM33,ENSG00000149451,ENSG00000149451.13
chr8,39380386,39380388,"p3@ADAM3A,0.3494",-15.0,-,39380386,39380388,"60,179,113",p3,ADAM3A,ENSG00000197475,ENSG00000197475.7
chr8,24298370,24298379,"p8@ADAM7,0.2140",-63.0,+,24298370,24298379,"30,144,255",p8,ADAM7,ENSG00000069206,ENSG00000069206.11
chr10,135089477,135089481,"p7@ADAM8,0.4552",16.0,-,135089477,135089481,"60,179,113",p7,ADAM8,ENSG00000151651,ENSG00000151651.11
chr8,38874505,38874508,"p30@ADAM9,0.3494",-46.0,+,38874505,38874508,"60,179,113",p30,ADAM9,ENSG00000168615,ENSG00000168615.7
chr8,24262823,24262824,"p12@ADAMDEC1,0.5527",18.0,+,24262823,24262824,"60,179,113",p12,ADAMDEC1,ENSG00000134028,ENSG00000134028.10
chr21,28215971,28215972,"p28@ADAMTS1,0.4551",-112.0,-,28215971,28215972,"60,179,113",p28,ADAMTS1,ENSG00000154734,ENSG00000154734.10
chr19,8676046,8676047,"p6@ADAMTS10,0.2423",-458.0,-,8676046,8676047,"60,179,113",p6,ADAMTS10,ENSG00000261964,ENSG00000261964.4
chr19,8676046,8676047,"p6@ADAMTS10,0.2423",-458.0,-,8676046,8676047,"60,179,113",p6,ADAMTS10,ENSG00000142303,ENSG00000142303.9
chr5,33892018,33892024,"p10@ADAMTS12,0.5052",21.0,-,33892018,33892024,"60,179,113",p10,ADAMTS12,ENSG00000151388,ENSG00000151388.6
chr9,136287128,136287129,"p9@ADAMTS13,0.1819",8.0,+,136287128,136287129,"30,144,255",p9,ADAMTS13,ENSG00000260099,ENSG00000260099.1
chr9,136287128,136287129,"p9@ADAMTS13,0.1819",8.0,+,136287128,136287129,"30,144,255",p9,ADAMTS13,ENSG00000160323,ENSG00000160323.14
chr10,72432360,72432365,"p5@ADAMTS14,0.1632",-193.0,+,72432360,72432365,"30,144,255",p5,ADAMTS14,ENSG00000138316,ENSG00000138316.6
chr11,130343728,130343729,"p5@ADAMTS15,0.2163",-414.0,+,130343728,130343729,"30,144,255",p5,ADAMTS15,ENSG00000166106,ENSG00000166106.2
chr5,5181964,5181965,"p22@ADAMTS16,0.0810",-297.0,+,5181964,5181965,"211,211,211",p22,ADAMTS16,ENSG00000145536,ENSG00000145536.11
chr15,100879271,100879278,"p8@ADAMTS17,0.5591",26.0,-,100879271,100879278,"60,179,113",p8,ADAMTS17,ENSG00000140470,ENSG00000140470.9
chr16,77469495,77469499,"p10@ADAMTS18,0.2047",-484.0,-,77469495,77469499,"30,144,255",p10,ADAMTS18,ENSG00000140873,ENSG00000140873.11
chr5,128795806,128795811,"p21@ADAMTS19,0.2516",-146.0,+,128795806,128795811,"60,179,113",p21,ADAMTS19,ENSG00000145808,ENSG00000145808.4
chr5,178549682,178549690,"p14@ADAMTS2,0.2899",77.0,-,178549682,178549690,"60,179,113",p14,ADAMTS2,ENSG00000087116,ENSG00000087116.9
chr12,43945975,43945978,"p3@ADAMTS20,0.2523",-251.0,-,43945975,43945978,"60,179,113",p3,ADAMTS20,ENSG00000173157,ENSG00000173157.12
chr4,73433822,73433833,"p8@ADAMTS3,0.2069",-60.0,-,73433822,73433833,"30,144,255",p8,ADAMTS3,ENSG00000156140,ENSG00000156140.4
chr1,161165998,161165999,"p7@ADAMTS4,0.1551",-457.0,-,161165998,161165999,"30,144,255",p7,ADAMTS4,ENSG00000158859,ENSG00000158859.9
chr21,28296816,28296817,"p31@ADAMTS5,0.0992",-378.0,-,28296816,28296817,"211,211,211",p31,ADAMTS5,ENSG00000154736,ENSG00000154736.5
chr5,64777382,64777385,"p21@ADAMTS6,0.1904",-138.0,-,64777382,64777385,"30,144,255",p21,ADAMTS6,ENSG00000049192,ENSG00000049192.10
chr15,79103584,79103593,"p7@ADAMTS7,0.5056",179.0,-,79103584,79103593,"60,179,113",p7,ADAMTS7,ENSG00000136378,ENSG00000136378.10
chr11,130275900,130275901,"p16@ADAMTS8,0.1357",-31.0,-,130275900,130275901,"211,211,211",p16,ADAMTS8,ENSG00000134917,ENSG00000134917.9
chr3,64672447,64672450,"p23@ADAMTS9,0.2294",-161.0,-,64672447,64672450,"60,179,113",p23,ADAMTS9,ENSG00000163638,ENSG00000163638.9
chr3,64546630,64546632,"p20@ADAMTS9-AS1,0.1538",-381.0,+,64546630,64546632,"30,144,255",p20,ADAMTS9-AS1,ENSG00000241158,ENSG00000241158.2
chr3,64670879,64670888,"p7@ADAMTS9-AS2,0.5469",75.0,+,64670879,64670888,"60,179,113",p7,ADAMTS9-AS2,ENSG00000241684,ENSG00000241684.1
chr9,18826042,18826052,"p16@ADAMTSL1,0.0747",-83.0,+,18826042,18826052,"211,211,211",p16,ADAMTSL1,ENSG00000178031,ENSG00000178031.11
chr9,136399298,136399299,"p9@ADAMTSL2,0.2991",-131.0,+,136399298,136399299,"60,179,113",p9,ADAMTSL2,ENSG00000197859,ENSG00000197859.5
chr15,84322716,84322719,"p14@ADAMTSL3,0.2003",-118.0,+,84322716,84322719,"30,144,255",p14,ADAMTSL3,ENSG00000156218,ENSG00000156218.8
chr1,150531899,150531900,"p18@ADAMTSL4,0.1826",11.0,+,150531899,150531900,"30,144,255",p18,ADAMTSL4,ENSG00000143382,ENSG00000143382.9
chr19,1513304,1513307,"p8@ADAMTSL5,0.3352",-116.0,-,1513304,1513307,"60,179,113",p8,ADAMTSL5,ENSG00000185761,ENSG00000185761.6
chr7,966933,966934,"p31@ADAP1,0.3409",-81.0,-,966933,966934,"60,179,113",p31,ADAP1,ENSG00000105963,ENSG00000105963.9
chr17,29281384,29281385,"p19@ADAP2,0.3854",112.0,+,29281384,29281385,"60,179,113",p19,ADAP2,ENSG00000184060,ENSG00000184060.6
chr1,154580466,154580468,"p32@ADAR,0.3770",13.0,-,154580466,154580468,"60,179,113",p32,ADAR,ENSG00000160710,ENSG00000160710.11
chr21,46595895,46595896,"p16@ADARB1,0.1013",-428.0,+,46595895,46595896,"211,211,211",p16,ADARB1,ENSG00000197381,ENSG00000197381.11
chr10,1779933,1779936,"p27@ADARB2,0.2439",-215.0,-,1779933,1779936,"60,179,113",p27,ADARB2,ENSG00000185736,ENSG00000185736.11
chr10,1568932,1568948,"p4@ADARB2-AS1,0.2940",-9.0,+,1568932,1568948,"60,179,113",p4,ADARB2-AS1,ENSG00000205696,ENSG00000205696.4
chr16,75655033,75655034,"p3@ADAT1,0.1511",-333.0,-,75655033,75655034,"30,144,255",p3,ADAT1,ENSG00000065457,ENSG00000065457.6
chr6,143764247,143764250,"p4@ADAT2,0.0621",-433.0,-,143764247,143764250,"211,211,211",p4,ADAT2,ENSG00000189007,ENSG00000189007.11
chr19,1908112,1908117,"p6@ADAT3,0.4914",94.0,+,1908112,1908117,"60,179,113",p6,ADAT3,ENSG00000213638,ENSG00000213638.4
chr1,33547053,33547054,"p3@ADC,0.3087",-205.0,+,33547053,33547054,"60,179,113",p3,ADC,ENSG00000142920,ENSG00000142920.12
chr14,78266488,78266493,"p3@ADCK1,0.4380",6.0,+,78266488,78266493,"60,179,113",p3,ADCK1,ENSG00000063761,ENSG00000063761.11
chr7,140374439,140374440,"p9@ADCK2,0.1626",155.0,+,140374439,140374440,"30,144,255",p9,ADCK2,ENSG00000133597,ENSG00000133597.5
chr1,227084813,227084814,"p10@ADCK3,0.1542",224.0,+,227084813,227084814,"30,144,255",p10,ADCK3,ENSG00000163050,ENSG00000163050.12
chr19,41221293,41221294,"p20@ADCK4,0.1654",-282.0,-,41221293,41221294,"30,144,255",p20,ADCK4,ENSG00000123815,ENSG00000123815.7
chr8,145596773,145596778,"p2@ADCK5,0.2367",-11.0,+,145596773,145596778,"60,179,113",p2,ADCK5,ENSG00000261694,ENSG00000261694.1
chr8,145596773,145596778,"p2@ADCK5,0.2367",-11.0,+,145596773,145596778,"60,179,113",p2,ADCK5,ENSG00000173137,ENSG00000173137.7
chr7,45613521,45613522,"p28@ADCY1,0.3109",-216.0,+,45613521,45613522,"60,179,113",p28,ADCY1,ENSG00000164742,ENSG00000164742.10
chr1,167874289,167874297,"p3@ADCY10,0.0947",80.0,-,167874289,167874297,"211,211,211",p3,ADCY10,ENSG00000143199,ENSG00000143199.13
chr5,7414781,7414782,"p23@ADCY2,0.0811",4.0,+,7414781,7414782,"211,211,211",p23,ADCY2,ENSG00000078295,ENSG00000078295.11
chr2,25055202,25055203,"p16@ADCY3,0.2087",-148.0,-,25055202,25055203,"30,144,255",p16,ADCY3,ENSG00000138031,ENSG00000138031.10
chr14,24804159,24804161,"p8@ADCY4,0.3090",115.0,-,24804159,24804161,"60,179,113",p8,ADCY4,ENSG00000129467,ENSG00000129467.9
chr3,123022955,123022956,"p45@ADCY5,0.2057",-29.0,-,123022955,123022956,"30,144,255",p45,ADCY5,ENSG00000173175,ENSG00000173175.10
chr12,49178154,49178160,"p4@ADCY6,0.1112",-242.0,-,49178154,49178160,"211,211,211",p4,ADCY6,ENSG00000174233,ENSG00000174233.7
chr16,50321815,50321819,"p6@ADCY7,0.1358",-2.0,+,50321815,50321819,"211,211,211",p6,ADCY7,ENSG00000121281,ENSG00000121281.8
chr8,132052435,132052438,"p21@ADCY8,0.2771",140.0,-,132052435,132052438,"60,179,113",p21,ADCY8,ENSG00000155897,ENSG00000155897.5
chr16,4165420,4165433,"p10@ADCY9,0.2930",9.0,-,4165420,4165433,"60,179,113",p10,ADCY9,ENSG00000162104,ENSG00000162104.5
chr18,905434,905435,"p20@ADCYAP1,0.5756",47.0,+,905434,905435,"60,179,113",p20,ADCYAP1,ENSG00000141433,ENSG00000141433.8
chr7,31148292,31148293,"p12@ADCYAP1R1,0.1213",-481.0,+,31148292,31148293,"211,211,211",p12,ADCYAP1R1,ENSG00000078549,ENSG00000078549.10
chr4,2930356,2930357,"p46@ADD1,0.3228",26.0,+,2930356,2930357,"60,179,113",p46,ADD1,ENSG00000087274,ENSG00000087274.12
chr2,70944842,70944843,"p17@ADD2,0.2898",66.0,-,70944842,70944843,"60,179,113",p17,ADD2,ENSG00000075340,ENSG00000075340.18
chr2,70944842,70944843,"p17@ADD2,0.2898",66.0,-,70944842,70944843,"60,179,113",p17,ADD2,ENSG00000271760,ENSG00000271760.2
chr10,111776259,111776260,"p45@ADD3,0.1826",66.0,+,111776259,111776260,"30,144,255",p45,ADD3,ENSG00000148700,ENSG00000148700.9
chr4,100212573,100212574,"p6@ADH1A,0.0959",-388.0,-,100212573,100212574,"211,211,211",p6,ADH1A,ENSG00000187758,ENSG00000187758.3
chr4,100239972,100239995,"p3@ADH1B,0.0807",28.0,-,100239972,100239995,"211,211,211",p3,ADH1B,ENSG00000196616,ENSG00000196616.8
chr4,100274054,100274058,"p10@ADH1C,0.2104",125.0,-,100274054,100274058,"30,144,255",p10,ADH1C,ENSG00000248144,ENSG00000248144.1
chr4,100057706,100057708,"p18@ADH4,0.4919",-18.0,-,100057706,100057708,"60,179,113",p18,ADH4,ENSG00000198099,ENSG00000198099.4
chr4,100009856,100009898,"p1@ADH5,0.2590",0.0,-,100009856,100009898,"60,179,113",p1,ADH5,ENSG00000197894,ENSG00000197894.6
chr1,240333455,240333460,"p1@ADH5P3,0.1077",0.0,+,240333455,240333460,"211,211,211",p1,ADH5P3,ENSG00000223694,ENSG00000223694.1
