	gene_id	gene_type	split	labels	gene_name	TSS	chromosome_name	strand	fpkm_median	tpm_median	fpkm_uq_median
15778	ENSG00000101166	protein_coding	train	1.1483677059131363	PRELID3B	57617964	chr20	-	5.250916109737855	6.697419384032099	5.431512647487796
15779	ENSG00000101181	protein_coding	train	0.5253940788674413	MTG2	60758101	chr20	+	2.7513994476055097	4.165550215169868	2.927612057425855
15780	ENSG00000101189	protein_coding	valid	1.0309895725359564	MRGBP	61427805	chr20	+	3.28617145110702	4.756318800343895	3.4752016431102426
15781	ENSG00000101193	protein_coding	test	1.1593833046890596	GID8	61569471	chr20	+	4.545047863343031	6.055583959795136	4.715196009222626
15782	ENSG00000101247	protein_coding	train	0.2998171455776434	NDUFAF5	13765653	chr20	+	0.7715475722956062	2.289303314024345	0.9622158412747436
15783	ENSG00000101276	protein_coding	train	-0.7240843108569268	SLC52A3	749131	chr20	-	1.313129734837852	2.758708251884293	1.4854268271702415
15784	ENSG00000101331	protein_coding	train	-0.3560066299165008	CCM2L	30598245	chr20	+	-0.513543044231269	0.9045033658200472	-0.2949510286063182
15785	ENSG00000101342	protein_coding	train	-0.9468374741802278	TLDC2	35504534	chr20	+	-1.5370053933245011	-0.1067154599697276	-1.3327890875191293
15786	ENSG00000101349	protein_coding	train	-1.2724579562691876	PAK5	9819689	chr20	-	-4.202903991745088	-2.8049044228227817	-3.9725628172931486
15787	ENSG00000101353	protein_coding	train	-0.3846642358139238	MROH8	35807962	chr20	-	-0.7737381058087923	0.6906405786156932	-0.5284483343606622
15788	ENSG00000101440	protein_coding	train	-1.259932763661605	ASIP	32782375	chr20	+	-1.0691491433591784	0.3887956999750993	-0.9105018491608974
15789	ENSG00000101448	protein_coding	train	-1.4632121967076763	EPPIN	44175996	chr20	-	-4.380821783940931	-3.068543859087288	-4.227016447861896
15790	ENSG00000101474	protein_coding	train	1.4572466733777791	APMAP	24973615	chr20	-	5.570311124318805	7.008715451754065	5.731411360553167
15791	ENSG00000101812	protein_coding	train	-1.420161583897135	H2BW2	103268269	chrX	+	-5.740817919661812	-4.597714408130004	-5.601211852366231
15792	ENSG00000102030	protein_coding	train	0.9269375435973842	NAA10	153200676	chrX	-	2.030512652025287	3.4967052070932985	2.195158586590933
15793	ENSG00000102043	protein_coding	train	-0.6152464561098736	MTMR8	63615311	chrX	-	-1.5937898914684352	-0.1317873635228693	-1.402397318500073
15794	ENSG00000102128	protein_coding	train	-0.9929284692933226	RAB40AL	102192200	chrX	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
15795	ENSG00000102221	protein_coding	train	0.3266682383356417	JADE3	46771868	chrX	+	1.9892843597476708	3.455399558755121	2.1889389071202774
15796	ENSG00000102390	protein_coding	train	1.1158705927240862	PBDC1	75392771	chrX	+	3.7463127664254574	5.227148044501495	3.93935823880356
15797	ENSG00000102445	protein_coding	train	-0.6766083100575945	RUBCNL	46961635	chr13	-	-2.0040452120579486	-0.6108737730752959	-1.785377799351452
15798	ENSG00000102710	protein_coding	train	0.6894084759956459	SUPT20H	37633588	chr13	-	2.0513372956307	3.4970246941775303	2.243577691139817
15799	ENSG00000102760	protein_coding	train	0.7107142380386395	RGCC	42031695	chr13	+	4.7238424856217645	6.176913135423055	4.878872447682251
15800	ENSG00000102763	protein_coding	train	0.5199500532641284	VWA8	42535220	chr13	-	0.9995671265534692	2.5011333760609467	1.2206395128768572
15801	ENSG00000102794	protein_coding	train	-1.4632121967076763	ACOD1	77522632	chr13	+	-5.216250016992825	-3.997693532616832	-5.092955525127202
15802	ENSG00000102802	protein_coding	train	-0.7054794121467628	MEDAG	31480328	chr13	+	0.2710670494910406	1.7488046909370685	0.3983503703459645
15803	ENSG00000103005	protein_coding	train	1.1671190444811042	USB1	58049017	chr16	+	2.497842258860961	3.970191040189467	2.667914826783188
15804	ENSG00000103047	protein_coding	train	0.4352150354826677	TANGO6	68877509	chr16	+	-0.6757654377294687	0.8118819962186679	-0.454229273889864
15805	ENSG00000103121	protein_coding	train	1.282240599200153	CMC2	81032554	chr16	-	-0.3027599518170825	1.1480880826453357	-0.1483209091301943
15806	ENSG00000103245	protein_coding	train	0.6791510005847651	CIAO3	790934	chr16	-	1.4151637295724269	2.9398659618568	1.5872689681043253
15807	ENSG00000103254	protein_coding	train	0.8958674529416902	ANTKMT	770581	chr16	+	3.1110981022797723	4.569241952790184	3.287501846128191
15808	ENSG00000103326	protein_coding	train	0.9643815089894636	CAPN15	577856	chr16	+	2.9766385831733344	4.527577092000671	3.164110459844838
15809	ENSG00000103355	protein_coding	train	-1.3989810965096376	PRSS33	2836842	chr16	-	-0.4140760230413985	1.0299828662157144	-0.2506802754259196
15810	ENSG00000103363	protein_coding	train	1.8801079800734544	ELOB	2827196	chr16	-	7.629264809292088	9.13150125771749	7.846516508216673
15811	ENSG00000103426	protein_coding	test	0.7899792226848129	CORO7-PAM16	4470495	chr16	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
15812	ENSG00000103544	protein_coding	train	0.7465107022233994	VPS35L	19566737	chr16	+	2.215802827645712	3.720136159007703	2.404685175919036
15813	ENSG00000103550	protein_coding	train	0.8780708582325518	KNOP1	19729556	chr16	-	1.4858389668790548	2.9100994253933905	1.6748673691424916
15814	ENSG00000103888	protein_coding	train	-0.5800639405606948	CEMIP	81071712	chr15	+	2.2290341168705514	3.73501302840296	2.38391161099632
15815	ENSG00000103994	protein_coding	train	0.9268606599993376	ZNF106	42749730	chr15	-	1.7285300685579164	3.2534144933485685	1.9052353561095168
15816	ENSG00000104164	protein_coding	test	1.0584771688832848	BLOC1S6	45879321	chr15	+	2.4123479743669134	3.848237335693226	2.590314577496656
15817	ENSG00000104205	protein_coding	train	0.1307469229041102	SGK3	67687462	chr8	+	0.1302719545188588	1.5948351492349484	0.3059121701566207
15818	ENSG00000104324	protein_coding	train	0.5334623551211927	CPQ	97657455	chr8	+	2.755229433797679	4.179503088356379	2.9386998132393365
15819	ENSG00000104331	protein_coding	train	1.001915699355781	BPNT2	57906403	chr8	-	4.005867036307463	5.4587494560941145	4.153083808161576
15820	ENSG00000104412	protein_coding	test	0.7059119292482408	EMC2	109486080	chr8	+	2.3207734769458703	3.805137651690387	2.459379156045576
15821	ENSG00000104415	protein_coding	train	-1.0304580201806373	CCN4	134203282	chr8	+	1.2196486933910209	2.612376091283237	1.356650918565672
15822	ENSG00000104427	protein_coding	train	0.448130099986309	ZC2HC1A	79578282	chr8	+	1.6637089477978046	3.163273293569883	1.8494388807288569
15823	ENSG00000104522	protein_coding	train	0.9983579518496384	GFUS	144699674	chr8	-	5.292435755359975	6.7300529775235765	5.436674901797884
15824	ENSG00000104524	protein_coding	valid	0.3153621584559681	PYCR3	144691784	chr8	-	3.322591582015829	4.827590410459593	3.5450911217307977
15825	ENSG00000104818	protein_coding	train	-1.3535810907547805	CGB2	49535169	chr19	+	-4.374823043319488	-2.9523220248555244	-4.254289378012
15826	ENSG00000104827	protein_coding	train	-1.38069499089652	CGB3	49527590	chr19	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
15827	ENSG00000104835	protein_coding	train	0.8607309693608324	SARS2	39421536	chr19	-	0.0973411087967015	1.5508514250686556	0.2897164484862992
15828	ENSG00000104964	protein_coding	train	2.1895228987088644	TLE5	3056766	chr19	-	5.194780488823183	6.626112010858614	5.35711561134292
15829	ENSG00000105085	protein_coding	train	0.4495202715463471	MED26	16689588	chr19	-	1.010135314885185	2.475370279995865	1.2023236808106983
15830	ENSG00000105219	protein_coding	train	-0.9705811000343342	CCNP	40732597	chr19	-	-0.169744675832317	1.3160298585195769	-0.0083919916068414
15831	ENSG00000105248	protein_coding	train	1.057824208325182	YJU2	4247076	chr19	+	3.058506994963288	4.56097168244308	3.23485382728
15832	ENSG00000105261	protein_coding	train	-1.2902385904617033	OVOL3	36602105	chr19	+	-2.334971132362961	-0.9029286294560964	-2.1552126499209403
15833	ENSG00000105298	protein_coding	train	0.8696796837277725	CACTIN	3626813	chr19	-	1.369773555863834	2.8619950525959497	1.5317682069116962
15834	ENSG00000105341	protein_coding	valid	1.2827347058195484	DMAC2	41945442	chr19	-	3.6121755424745534	5.098853237640781	3.805344053213096
15835	ENSG00000105373	protein_coding	train	2.0738129063731376	NOP53	48248822	chr19	+	5.515557926874427	6.955635959956027	5.664849725217216
15836	ENSG00000105479	protein_coding	train	-0.917422120209963	ODAD1	48823332	chr19	-	0.0157829972409274	1.4737869116143674	0.2411079749340544
15837	ENSG00000105520	protein_coding	train	0.8117975216707112	PLPPR2	11466062	chr19	+	3.309321730484024	4.723269119732399	3.5008530307798496
15838	ENSG00000105523	protein_coding	train	-1.1500809719124268	FAM83E	49116819	chr19	-	0.9524826744304754	2.388024175812457	1.107420058836365
15839	ENSG00000105792	protein_coding	valid	-0.6421969313527919	CFAP69	89901217	chr7	+	-0.8556925327369577	0.5725016646420333	-0.7069827279504917
15840	ENSG00000105849	protein_coding	valid	0.6883418039195068	POLR1F	19748710	chr7	-	2.7041858573739868	4.1244687578257135	2.905216097964578
15841	ENSG00000105852	protein_coding	train	-1.073294360258234	PON3	94995225	chr7	-	-3.4595758953553424	-1.931810741221032	-3.3032939207483114
15842	ENSG00000105928	protein_coding	train	0.0379750827103416	GSDME	24745656	chr7	-	-0.5439298392186931	0.9087360644126286	-0.3215674662038474
15843	ENSG00000105968	protein_coding	train	1.3161093366682162	H2AZ2	44887676	chr7	-	4.52883383047882	5.985680300575565	4.711869298001329
15844	ENSG00000106034	protein_coding	train	-0.4599083993205188	CPED1	120628731	chr7	+	-0.7408179196618125	0.7229031385604489	-0.5092245183270782
15845	ENSG00000106105	protein_coding	train	1.415074104454542	GARS1	30634297	chr7	+	2.784692421353566	4.2338650578378285	2.958137391474273
15846	ENSG00000106125	protein_coding	test	-0.3362010769690754	MINDY4	30819152	chr7	+	-2.805912947883697	-1.3411715756563465	-2.652901329377732
15847	ENSG00000106246	protein_coding	train	0.7813434512991027	PTCD1	99036539	chr7	-	-0.7417826104639821	0.7755984297076748	-0.573896299314951
15848	ENSG00000106302	protein_coding	test	-1.4355715179326214	HYAL4	123485223	chr7	+	-6.020925838854548	-4.882570916413106	-5.869859864663551
15849	ENSG00000106331	protein_coding	train	-1.440067893877767	PAX4	127255780	chr7	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
15850	ENSG00000106410	protein_coding	train	-1.4632121967076763	NOBOX	144107320	chr7	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
15851	ENSG00000106436	protein_coding	train	-1.4632121967076763	MYL10	101272576	chr7	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
15852	ENSG00000106560	protein_coding	train	-0.4782844682575278	GIMAP2	150382788	chr7	+	1.230326000028692	2.68941099302623	1.40735275114004
15853	ENSG00000106603	protein_coding	train	0.3708681697272827	COA1	43769316	chr7	-	1.839838686191288	3.3365833229797697	2.030371394830756
15854	ENSG00000106609	protein_coding	train	1.271461138122758	TMEM248	66386212	chr7	+	4.853471751998472	6.316572983279428	5.026012115016394
15855	ENSG00000106686	protein_coding	train	-0.8458021025952097	SPATA6L	4666399	chr9	-	-1.4540316308947077	0.0005769626315205	-1.3125809226281098
15856	ENSG00000106714	protein_coding	train	-0.6730078061644701	CNTNAP3	39288135	chr9	-	-4.293358942690592	-2.854126938398956	-4.166178862209418
15857	ENSG00000106733	protein_coding	train	0.4568664881790398	NMRK1	77703106	chr9	-	1.7190958025859486	3.143703607229759	1.8658792338984045
15858	ENSG00000106771	protein_coding	train	1.0324812266549863	TMEM245	111882225	chr9	-	3.072808964368502	4.51758435912643	3.2590163200070017
15859	ENSG00000107020	protein_coding	train	0.7221683503583571	PLGRKT	5437878	chr9	-	3.601708400246188	5.101671084431701	3.812970489464514
15860	ENSG00000107036	protein_coding	train	0.6320118785211324	RIC1	5629119	chr9	+	1.114700172405481	2.505382849062305	1.2794118631106937
15861	ENSG00000107362	protein_coding	train	0.6908522765656631	ABHD17B	74525658	chr9	-	2.0724488500696925	3.615263261767767	2.2279258669553497
15862	ENSG00000107719	protein_coding	train	0.2755613276548595	PALD1	72238577	chr10	+	1.799004390183243	3.2848102225302287	2.0176725317471824
15863	ENSG00000107738	protein_coding	train	0.5461545471373047	VSIR	73533255	chr10	-	3.1484948858582795	4.6414246433887	3.3798427274916825
15864	ENSG00000107771	protein_coding	train	0.7967238014395174	CCSER2	86088419	chr10	+	1.7645160137979523	3.251234326222705	1.9642507506930849
15865	ENSG00000107815	protein_coding	train	0.5187155803317889	TWNK	102747783	chr10	+	2.251870548701936	3.804311750181044	2.4806787387547984
15866	ENSG00000107938	protein_coding	train	0.4258014371851558	EDRF1	127408272	chr10	+	0.7101727482796617	2.135075130368401	0.8938281473727945
15867	ENSG00000107954	protein_coding	train	-0.3203766349526117	NEURL1	105253736	chr10	+	-0.8216359181531967	0.7222036924327486	-0.6940878298433794
15868	ENSG00000107960	protein_coding	train	0.929024012647958	STN1	105677963	chr10	-	1.4932374192002151	2.928654569900176	1.681494243414785
15869	ENSG00000108021	protein_coding	train	0.7754341954494431	TASOR2	5726801	chr10	+	2.555300814802226	4.03878733050557	2.74491454545408
15870	ENSG00000108387	protein_coding	train	0.1505099114286033	SEPTIN4	56605930	chr17	-	-1.255666652618641	0.1642713976807406	-1.0528949484321255
15871	ENSG00000108684	protein_coding	train	-1.2853228562067485	ASIC2	31620006	chr17	-	-4.536168320460352	-3.163591067720262	-4.386845571568701
15872	ENSG00000108825	protein_coding	train	0.5585159748176222	PTGES3L-AARSD1	41132545	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
15873	ENSG00000109072	protein_coding	test	-0.3392971707328663	VTN	26697843	chr17	-	-2.316168825598677	-0.8086900325542715	-2.1661788622094176
15874	ENSG00000109265	protein_coding	valid	-0.4726671273893674	CRACD	57138570	chr4	+	0.4270697552107858	1.9209792272356296	0.6518668347652437
15875	ENSG00000109321	protein_coding	train	-0.1523141363054876	AREG	75310851	chr4	+	-0.0531942938094602	1.3809510436258472	0.1487389127375248
15876	ENSG00000109685	protein_coding	train	0.6276976174982445	NSD2	1900945	chr4	+	1.995086479134083	3.49236596339547	2.1734472860572662
15877	ENSG00000109917	protein_coding	train	1.0732185314402432	ZPR1	116658766	chr11	-	2.7253703482242773	4.157375233131654	2.90153307056506
15878	ENSG00000109927	protein_coding	train	-0.7967919345124694	TECTA	120971882	chr11	+	-2.8804446153047176	-1.373701051008195	-2.691522623405039
15879	ENSG00000109929	protein_coding	train	0.9492083014346336	SC5D	121163162	chr11	+	2.5125303136829573	3.978982672408532	2.685469262036732
15880	ENSG00000109944	protein_coding	train	-0.2125255089889986	JHY	122753473	chr11	+	-1.1332106856846842	0.306378910710963	-0.9007721342251388
15881	ENSG00000110025	protein_coding	train	0.8897708447466353	SNX15	64795012	chr11	+	-3.1674745022074897	-1.7312063248775211	-2.99079617267016
15882	ENSG00000110066	protein_coding	train	0.6283905414591462	KMT5B	67980882	chr11	-	2.537320919504532	4.034162881300142	2.729574522194115
15883	ENSG00000110200	protein_coding	train	0.8160704858928363	ANAPC15	71823750	chr11	-	1.339194407312071	2.8205261888136177	1.5217543189880065
15884	ENSG00000110318	protein_coding	train	-0.2031085424566016	CEP126	101785746	chr11	+	-1.3970680959303603	0.0471195485685506	-1.2698600476434878
15885	ENSG00000110328	protein_coding	train	0.2189603327208431	GALNT18	11643552	chr11	-	1.2250280832540488	2.667460727838317	1.4387718958517697
15886	ENSG00000110400	protein_coding	train	0.6783467075910832	NECTIN1	119599794	chr11	-	2.2940766491923656	3.704152650366565	2.4967691101704683
15887	ENSG00000110427	protein_coding	train	-0.5961837505983222	KIAA1549L	33563821	chr11	+	-2.6099927379084407	-1.194955238629597	-2.3473987824034803
15888	ENSG00000110619	protein_coding	train	0.6779570434494451	CARS1	3078610	chr11	-	1.7542889267296842	3.22609230774274	1.9608452855130785
15889	ENSG00000110881	protein_coding	train	-0.1878712240567517	ASIC1	50451331	chr12	+	-0.7871194336556152	0.6658475212555506	-0.5591540817627344
15890	ENSG00000110955	protein_coding	train	2.438835072324733	ATP5F1B	57039798	chr12	-	8.649493313376418	10.08230208667652	8.845800197038656
15891	ENSG00000111077	protein_coding	train	0.6581353734642216	TNS2	53443680	chr12	+	3.095232435396257	4.570657220305291	3.287723459404817
15892	ENSG00000111412	protein_coding	train	0.9618170643759172	SPRING1	117175866	chr12	-	2.2500216971480653	3.762720870292284	2.4613451987782105
15893	ENSG00000111452	protein_coding	train	-0.8833951602917164	ADGRD1	131438452	chr12	+	-3.1354275372428675	-1.7140651920561274	-2.9456377115503107
15894	ENSG00000111731	protein_coding	train	0.7363260429530811	C2CD5	22697480	chr12	-	2.5008785189657234	3.998520479199077	2.664573859262596
15895	ENSG00000111850	protein_coding	train	0.3096911700221815	SMIM8	88032306	chr6	+	-0.273168782967507	1.18288294946117	-0.1120069040235217
15896	ENSG00000111863	protein_coding	train	-0.9211899248523452	ADTRP	11779403	chr6	-	-1.6357637688260032	-0.1793512806428118	-1.4571971725726112
15897	ENSG00000111913	protein_coding	train	-0.0647315735150723	RIPOR2	24911195	chr6	-	-0.6668052836641118	0.8534368188880666	-0.4855999609633837
15898	ENSG00000112144	protein_coding	train	0.5856707314350387	CILK1	52926600	chr6	-	2.002234446064686	3.4509604733234225	2.159144761940392
15899	ENSG00000112297	protein_coding	train	0.3796734389593617	CRYBG1	106959730	chr6	+	0.5837116228936641	1.9877938031702989	0.785425003560933
15900	ENSG00000112379	protein_coding	train	-0.4977109212104724	ARFGEF3	138483058	chr6	+	-0.1663407535904873	1.3332519740915716	-0.0076666182490649
15901	ENSG00000112414	protein_coding	train	0.1483718841075476	ADGRG6	142622991	chr6	+	0.1334320069807349	1.6125884066987175	0.2974849157105744
15902	ENSG00000112462	protein_coding	train	-1.4632121967076763	OR12D3	29343068	chr6	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
